"","taxi_no","time","lon","lat","speed","occupy"
"1","B041C2","00:00:23","114.10764","22.57017","0","0"
"2","B041C2","00:00:43","114.10772","22.57015","0","0"
"3","B041C2","00:01:03","114.1078","22.57013","0","0"
"4","B041C2","00:01:43","114.10775","22.57013","0","0"
"5","B041C2","00:02:03","114.10775","22.57007","0","0"
"6","B041C2","00:02:23","114.1078","22.57003","0","0"
"7","B041C2","00:02:43","114.10768","22.57013","0","0"
"8","B041C2","00:03:03","114.10765","22.57013","0","0"
"9","B041C2","00:03:23","114.10777","22.57015","0","0"
"10","B041C2","00:03:43","114.1077","22.57013","0","0"
"11","B041C2","00:04:03","114.10773","22.57017","0","0"
"12","B041C2","00:04:23","114.10783","22.5701","0","0"
"13","B041C2","00:04:43","114.10783","22.57012","0","0"
"14","B041C2","00:05:04","114.10778","22.57008","0","0"
"15","B041C2","00:05:24","114.10775","22.57012","0","0"
"16","B041C2","00:05:44","114.1077","22.57012","0","0"
"17","B041C2","00:06:04","114.10775","22.57018","0","0"
"18","B041C2","00:06:24","114.10783","22.57022","0","0"
"19","B041C2","00:06:44","114.10782","22.57015","0","0"
"20","B041C2","00:07:04","114.10775","22.57015","0","0"
"21","B041C2","00:07:24","114.10765","22.57015","0","0"
"22","B041C2","00:07:44","114.10755","22.57017","0","0"
"23","B041C2","00:08:04","114.10762","22.57017","0","0"
"24","B041C2","00:08:24","114.10768","22.57017","0","0"
"25","B041C2","00:09:04","114.1078","22.5701","0","0"
"26","B041C2","00:09:24","114.10772","22.5701","0","0"
"27","B041C2","00:09:44","114.10765","22.57015","0","0"
"28","B041C2","00:10:04","114.10767","22.57015","0","0"
"29","B041C2","00:10:24","114.10762","22.57015","0","0"
"30","B041C2","00:10:44","114.10764","22.57013","0","0"
"31","B041C2","00:11:04","114.10765","22.5702","0","0"
"32","B041C2","00:11:24","114.1076","22.5702","0","0"
"33","B041C2","00:11:44","114.10765","22.57022","0","0"
"34","B041C2","00:12:04","114.10775","22.57018","0","0"
"35","B041C2","00:12:24","114.10773","22.5701","0","0"
"36","B041C2","00:12:38","114.10768","22.57022","3","1"
"37","B041C2","00:13:08","114.1079","22.57253","30","1"
"38","B041C2","00:13:38","114.10732","22.57477","31","1"
"39","B041C2","00:14:08","114.11076","22.57642","37","1"
"40","B041C2","00:14:38","114.1173","22.57655","48","1"
"41","B041C2","00:15:08","114.12392","22.57675","81","1"
"42","B041C2","00:15:38","114.12987","22.57763","77","1"
"43","B041C2","00:16:08","114.13467","22.57635","72","1"
"44","B041C2","00:16:38","114.13778","22.57522","64","1"
"45","B041C2","00:17:08","114.13797","22.5726","39","1"
"46","B041C2","00:00:23","114.10764","22.57017","0","0"
"47","B041C2","00:00:43","114.10772","22.57015","0","0"
"48","B041C2","00:01:03","114.1078","22.57013","0","0"
"49","B041C2","00:01:43","114.10775","22.57013","0","0"
"50","B041C2","00:02:03","114.10775","22.57007","0","0"
"51","B041C2","00:02:23","114.1078","22.57003","0","0"
"52","B041C2","00:02:43","114.10768","22.57013","0","0"
"53","B041C2","00:03:03","114.10765","22.57013","0","0"
"54","B041C2","00:03:23","114.10777","22.57015","0","0"
"55","B041C2","00:03:43","114.1077","22.57013","0","0"
"56","B041C2","00:04:03","114.10773","22.57017","0","0"
"57","B041C2","00:04:23","114.10783","22.5701","0","0"
"58","B041C2","00:04:43","114.10783","22.57012","0","0"
"59","B041C2","00:05:04","114.10778","22.57008","0","0"
"60","B041C2","00:05:24","114.10775","22.57012","0","0"
"61","B041C2","00:05:44","114.1077","22.57012","0","0"
"62","B041C2","00:06:04","114.10775","22.57018","0","0"
"63","B041C2","00:06:24","114.10783","22.57022","0","0"
"64","B041C2","00:06:44","114.10782","22.57015","0","0"
"65","B041C2","00:07:04","114.10775","22.57015","0","0"
"66","B041C2","00:07:24","114.10765","22.57015","0","0"
"67","B041C2","00:07:44","114.10755","22.57017","0","0"
"68","B041C2","00:08:04","114.10762","22.57017","0","0"
"69","B041C2","00:08:24","114.10768","22.57017","0","0"
"70","B041C2","00:09:04","114.1078","22.5701","0","0"
"71","B041C2","00:09:24","114.10772","22.5701","0","0"
"72","B041C2","00:09:44","114.10765","22.57015","0","0"
"73","B041C2","00:10:04","114.10767","22.57015","0","0"
"74","B041C2","00:10:24","114.10762","22.57015","0","0"
"75","B041C2","00:10:44","114.10764","22.57013","0","0"
"76","B041C2","00:11:04","114.10765","22.5702","0","0"
"77","B041C2","00:11:24","114.1076","22.5702","0","0"
"78","B041C2","00:11:44","114.10765","22.57022","0","0"
"79","B041C2","00:12:04","114.10775","22.57018","0","0"
"80","B041C2","00:12:24","114.10773","22.5701","0","0"
"81","B041C2","00:12:38","114.10768","22.57022","3","1"
"82","B041C2","00:13:08","114.1079","22.57253","30","1"
"83","B041C2","00:13:38","114.10732","22.57477","31","1"
"84","B041C2","00:14:08","114.11076","22.57642","37","1"
"85","B041C2","00:14:38","114.1173","22.57655","48","1"
"86","B041C2","00:15:08","114.12392","22.57675","81","1"
"87","B041C2","00:15:38","114.12987","22.57763","77","1"
"88","B041C2","00:16:08","114.13467","22.57635","72","1"
"89","B041C2","00:16:38","114.13778","22.57522","64","1"
"90","B041C2","00:17:08","114.13797","22.5726","39","1"
"91","B041C2","00:17:38","114.1378","22.5693","43","1"
"92","B041C2","00:18:08","114.1366","22.56745","38","1"
"93","B041C2","00:18:38","114.13718","22.56598","34","1"
"94","B041C2","00:19:08","114.13845","22.56355","39","1"
"95","B041C2","00:19:38","114.13658","22.56095","38","1"
"96","B041C2","00:20:08","114.1353","22.55898","33","1"
"97","B041C2","00:20:38","114.13538","22.5585","27","1"
"98","B041C2","00:22:14","114.13763","22.55565","14","0"
"99","B041C2","00:22:34","114.13808","22.55648","21","0"
"100","B041C2","00:22:54","114.1372","22.55672","22","0"
"101","B041C2","00:23:14","114.13665","22.55725","14","0"
"102","B041C2","00:23:35","114.13557","22.55843","28","0"
"103","B041C2","00:23:35","114.13557","22.55843","28","0"
"104","B041C2","00:23:35","114.13557","22.55843","28","0"
"105","B041C2","00:23:35","114.13557","22.55843","28","0"
"106","B041C2","00:23:35","114.13557","22.55843","28","0"
"107","B041C2","00:23:55","114.13538","22.55867","4","0"
"108","B041C2","00:24:15","114.13531","22.55865","0","0"
"109","B041C2","00:24:35","114.1347","22.55938","19","0"
"110","B041C2","00:24:55","114.13312","22.56073","39","0"
"111","B041C2","00:25:15","114.13203","22.56188","29","0"
"112","B041C2","00:25:35","114.13202","22.56185","0","0"
"113","B041C2","00:25:55","114.1321","22.56187","0","0"
"114","B041C2","00:26:15","114.13058","22.56183","30","0"
"115","B041C2","00:26:35","114.12778","22.5607","55","0"
"116","B041C2","00:26:55","114.12573","22.55953","43","0"
"117","B041C2","00:27:15","114.12437","22.55887","27","0"
"118","B041C2","00:27:35","114.1231","22.55807","28","0"
"119","B041C2","00:27:55","114.12137","22.55757","36","0"
"120","B041C2","00:28:15","114.11983","22.55945","46","0"
"121","B041C2","00:28:35","114.11657","22.55878","61","0"
"122","B041C2","00:28:55","114.11353","22.55882","55","0"
"123","B041C2","00:29:15","114.10947","22.5588","73","0"
"124","B041C2","00:29:35","114.10725","22.56002","54","0"
"125","B041C2","00:30:15","114.10683","22.56465","38","0"
"126","B041C2","00:30:35","114.10741","22.5665","38","0"
"127","B041C2","00:30:55","114.10762","22.56783","28","0"
"128","B041C2","00:31:15","114.10745","22.56828","7","0"
"129","B041C2","00:31:35","114.10741","22.56862","7","0"
"130","B041C2","00:32:15","114.10765","22.56967","0","0"
"131","B041C2","00:32:35","114.10773","22.56973","1","0"
"132","B041C2","00:32:55","114.10778","22.57008","6","0"
"133","B041C2","00:33:15","114.10775","22.57108","19","0"
"134","B041C2","00:33:35","114.10796","22.57193","19","0"
"135","B041C2","00:33:55","114.108","22.57185","0","0"
"136","B041C2","00:34:15","114.10796","22.57188","0","0"
"137","B041C2","00:34:35","114.10799","22.57188","0","0"
"138","B041C2","00:34:55","114.10788","22.57208","5","0"
"139","B041C2","00:35:15","114.10767","22.57105","21","0"
"140","B041C2","00:35:36","114.10765","22.56968","25","0"
"141","B041C2","00:36:16","114.10767","22.5685","3","0"
"142","B041C2","00:36:36","114.10772","22.56843","1","0"
"143","B041C2","00:36:38","114.1077","22.56833","21","1"
"144","B041C2","00:37:08","114.10792","22.56668","27","1"
"145","B041C2","00:37:38","114.11266","22.56612","43","1"
"146","B041C2","00:38:08","114.11733","22.56832","50","1"
"147","B041C2","00:38:38","114.1183","22.5645","51","1"
"148","B041C2","00:40:42","114.117","22.55997","25","0"
"149","B041C2","00:41:02","114.11703","22.55895","23","0"
"150","B041C2","00:41:22","114.11536","22.55888","32","0"
"151","B041C2","00:41:42","114.11559","22.55898","0","0"
"152","B041C2","00:42:02","114.11542","22.55882","3","0"
"153","B041C2","00:42:22","114.1151","22.55862","7","0"
"154","B041C2","00:42:42","114.11504","22.55858","6","0"
"155","B041C2","00:43:02","114.11504","22.55858","6","0"
"156","B041C2","00:43:22","114.11504","22.55858","6","0"
"157","B041C2","00:43:42","114.11504","22.55858","6","0"
"158","B041C2","00:44:02","114.11504","22.55858","6","0"
"159","B041C2","00:44:22","114.11297","22.55882","55","0"
"160","B041C2","00:44:42","114.10921","22.5588","68","0"
"161","B041C2","00:45:02","114.10723","22.56017","52","0"
"162","B041C2","00:45:22","114.10688","22.56213","38","0"
"163","B041C2","00:45:42","114.10692","22.56233","4","0"
"164","B041C2","00:46:02","114.10683","22.56458","44","0"
"165","B041C2","00:46:22","114.10748","22.56673","42","0"
"166","B041C2","00:46:42","114.10767","22.568","25","0"
"167","B041C2","00:47:22","114.10768","22.57067","26","0"
"168","B041C2","00:47:42","114.10795","22.57195","24","0"
"169","B041C2","00:48:02","114.10795","22.57197","0","0"
"170","B041C2","00:48:05","114.10793","22.57202","8","1"
"171","B041C2","00:48:35","114.10668","22.57523","45","1"
"172","B041C2","00:49:05","114.1066","22.57492","39","1"
"173","B041C2","00:49:35","114.10245","22.5724","46","1"
"174","B041C2","00:50:05","114.09783","22.56985","50","1"
"175","B041C2","00:51:26","114.0949","22.57042","21","0"
"176","B041C2","00:52:06","114.09489","22.56998","13","0"
"177","B041C2","00:52:26","114.09462","22.56982","7","0"
"178","B041C2","00:52:46","114.09365","22.57","14","0"
"179","B041C2","00:53:06","114.0936","22.56995","0","0"
"180","B041C2","00:53:26","114.09372","22.56985","0","0"
"181","B041C2","00:53:46","114.0938","22.56988","0","0"
"182","B041C2","00:54:06","114.09382","22.56993","0","0"
"183","B041C2","00:54:26","114.09373","22.57005","0","0"
"184","B041C2","00:54:26","114.09373","22.57005","0","0"
"185","B041C2","00:54:46","114.09368","22.5701","0","0"
"186","B041C2","00:55:06","114.09322","22.57013","7","0"
"187","B041C2","00:55:26","114.09325","22.57157","26","0"
"188","B041C2","00:55:46","114.09418","22.57237","26","0"
"189","B041C2","00:56:06","114.09687","22.57312","50","0"
"190","B041C2","00:56:26","114.0983","22.57508","45","0"
"191","B041C2","00:56:46","114.09828","22.57575","12","0"
"192","B041C2","00:57:26","114.0985","22.57435","33","0"
"193","B041C2","00:57:46","114.09887","22.57253","35","0"
"194","B041C2","00:58:06","114.09865","22.57063","38","0"
"195","B041C2","00:58:26","114.09903","22.56953","32","0"
"196","B041C2","00:58:46","114.1008","22.57073","40","0"
"197","B041C2","00:59:06","114.10281","22.57203","45","0"
"198","B041C2","00:59:26","114.10527","22.57345","53","0"
"199","B041C2","00:59:46","114.10703","22.5739","40","0"
"200","B041C2","01:00:06","114.10782","22.57262","28","0"
"201","B041C2","01:00:26","114.10786","22.57262","0","0"
"202","B041C2","01:00:46","114.1077","22.57098","32","0"
"203","B041C2","01:01:06","114.10777","22.57003","24","0"
"204","B041C2","01:01:26","114.1078","22.57003","0","0"
"205","B041C2","01:01:46","114.10778","22.56998","0","0"
"206","B041C2","01:02:26","114.10831","22.56992","0","0"
"207","B041C2","01:02:46","114.10827","22.56995","0","0"
"208","B041C2","01:03:06","114.10792","22.57008","0","0"
"209","B041C2","01:03:26","114.10783","22.57008","0","0"
"210","B041C2","01:03:46","114.1078","22.57002","0","0"
"211","B041C2","01:04:06","114.10772","22.57","0","0"
"212","B041C2","01:04:26","114.10786","22.57003","0","0"
"213","B041C2","01:04:46","114.10783","22.56995","0","0"
"214","B041C2","01:05:06","114.10802","22.57","0","0"
"215","B041C2","01:05:26","114.10796","22.56998","0","0"
"216","B041C2","01:05:46","114.10782","22.57002","0","0"
"217","B041C2","01:06:06","114.10775","22.57012","0","0"
"218","B041C2","01:06:26","114.1077","22.57005","0","0"
"219","B041C2","01:06:46","114.10799","22.56995","0","0"
"220","B041C2","01:07:06","114.108","22.56998","0","0"
"221","B041C2","01:07:46","114.10788","22.56997","0","0"
"222","B041C2","01:08:06","114.10783","22.56997","0","0"
"223","B041C2","01:08:26","114.10768","22.5709","17","0"
"224","B041C2","01:08:46","114.10793","22.57187","18","0"
"225","B041C2","01:09:06","114.10788","22.57177","0","0"
"226","B041C2","01:09:06","114.10788","22.57177","0","0"
"227","B041C2","01:09:06","114.10788","22.57177","0","0"
"228","B041C2","01:09:26","114.10788","22.57182","0","0"
"229","B041C2","01:09:46","114.1079","22.57188","0","0"
"230","B041C2","01:10:06","114.10782","22.57198","0","0"
"231","B041C2","01:10:26","114.1079","22.5719","0","0"
"232","B041C2","01:10:46","114.1079","22.57188","0","0"
"233","B041C2","01:11:06","114.10788","22.57188","0","0"
"234","B041C2","01:11:26","114.1079","22.57183","0","0"
"235","B041C2","01:11:46","114.10788","22.57183","0","0"
"236","B041C2","01:11:46","114.10788","22.57183","0","0"
"237","B041C2","01:12:06","114.10793","22.5718","0","0"
"238","B041C2","01:12:26","114.10793","22.57177","0","0"
"239","B041C2","01:12:46","114.1079","22.57182","0","0"
"240","B041C2","01:13:06","114.10788","22.5718","0","0"
"241","B041C2","01:13:26","114.10783","22.57188","0","0"
"242","B041C2","01:14:07","114.10802","22.57212","0","0"
"243","B041C2","01:14:27","114.10813","22.57227","0","0"
"244","B041C2","01:14:47","114.10809","22.57217","0","0"
"245","B041C2","01:15:07","114.10805","22.57213","0","0"
"246","B041C2","01:15:27","114.10812","22.57223","0","0"
"247","B041C2","01:15:47","114.10803","22.57212","0","0"
"248","B041C2","01:16:07","114.10796","22.57202","0","0"
"249","B041C2","01:16:27","114.10796","22.57193","0","0"
"250","B041C2","01:16:47","114.10792","22.57195","0","0"
"251","B041C2","01:17:07","114.10788","22.57195","0","0"
"252","B041C2","01:17:27","114.10785","22.57192","0","0"
"253","B041C2","01:17:47","114.10788","22.57195","0","0"
"254","B041C2","01:18:07","114.10795","22.57195","0","0"
"255","B041C2","01:18:27","114.10799","22.57197","0","0"
"256","B041C2","01:18:47","114.108","22.572","0","0"
"257","B041C2","01:19:07","114.1081","22.572","0","0"
"258","B041C2","01:19:27","114.10809","22.57198","0","0"
"259","B041C2","01:20:27","114.10793","22.57198","0","0"
"260","B041C2","01:20:47","114.10793","22.57197","0","0"
"261","B041C2","01:21:07","114.10793","22.57207","1","0"
"262","B041C2","01:21:27","114.10715","22.57402","42","0"
"263","B041C2","01:21:47","114.10667","22.57615","46","0"
"264","B041C2","01:22:27","114.1028","22.57235","75","0"
"265","B041C2","01:22:47","114.09865","22.56995","89","0"
"266","B041C2","01:23:07","114.09422","22.56827","88","0"
"267","B041C2","01:23:27","114.08957","22.56712","88","0"
"268","B041C2","01:23:47","114.08598","22.56532","78","0"
"269","B041C2","01:24:27","114.08045","22.55715","95","0"
"270","B041C2","01:24:47","114.07793","22.55398","78","0"
"271","B041C2","01:25:07","114.07587","22.55168","60","0"
"272","B041C2","01:25:27","114.07265","22.55122","60","0"
"273","B041C2","01:25:47","114.06898","22.55107","67","0"
"274","B041C2","01:26:07","114.06803","22.551","17","0"
"275","B041C2","01:26:27","114.06785","22.54867","49","0"
"276","B041C2","01:26:47","114.06785","22.54787","15","0"
"277","B041C2","01:27:07","114.06783","22.54788","0","0"
"278","B041C2","01:27:27","114.06783","22.54787","0","0"
"279","B041C2","01:27:47","114.0679","22.54538","50","0"
"280","B041C2","01:28:07","114.06778","22.54127","82","0"
"281","B041C2","01:28:27","114.06728","22.53863","59","0"
"282","B041C2","01:28:47","114.0651","22.53793","42","0"
"283","B041C2","01:29:07","114.064","22.53807","26","0"
"284","B041C2","01:29:27","114.06375","22.53837","8","0"
"285","B041C2","01:29:27","114.06375","22.53837","8","0"
"286","B041C2","01:29:27","114.06375","22.53837","8","0"
"287","B041C2","01:29:27","114.06375","22.53837","8","0"
"288","B041C2","01:29:47","114.06403","22.5382","0","0"
"289","B041C2","01:29:47","114.06403","22.5382","0","0"
"290","B041C2","01:29:47","114.06403","22.5382","0","0"
"291","B041C2","01:30:07","114.06406","22.5383","0","0"
"292","B041C2","01:30:47","114.06378","22.53885","8","0"
"293","B041C2","01:31:07","114.06375","22.53895","1","0"
"294","B041C2","01:31:27","114.0631","22.53938","13","0"
"295","B041C2","01:31:47","114.06288","22.5416","43","0"
"296","B041C2","01:32:07","114.06282","22.5458","82","0"
"297","B041C2","01:32:27","114.06284","22.54925","68","0"
"298","B041C2","01:32:47","114.06275","22.55142","43","0"
"299","B041C2","01:33:07","114.0649","22.55117","39","0"
"300","B041C2","01:33:27","114.06741","22.55103","45","0"
"301","B041C2","01:33:47","114.06757","22.55098","3","0"
"302","B041C2","01:34:07","114.0676","22.55105","0","0"
"303","B041C2","01:34:27","114.0676","22.55105","0","0"
"304","B041C2","01:34:47","114.0676","22.55107","0","0"
"305","B041C2","01:35:07","114.06707","22.55118","15","0"
"306","B041C2","01:35:27","114.06461","22.55137","44","0"
"307","B041C2","01:35:47","114.06447","22.55142","2","0"
"308","B041C2","01:36:07","114.0639","22.55145","11","0"
"309","B041C2","01:36:47","114.06267","22.55557","66","0"
"310","B041C2","01:37:07","114.06377","22.55795","60","0"
"311","B041C2","01:37:27","114.06607","22.55797","41","0"
"312","B041C2","01:37:47","114.06741","22.558","24","0"
"313","B041C2","01:38:07","114.0674","22.55798","0","0"
"314","B041C2","01:38:27","114.06762","22.55798","4","0"
"315","B041C2","01:38:47","114.07052","22.55803","53","0"
"316","B041C2","01:39:07","114.0743","22.55807","69","0"
"317","B041C2","01:39:27","114.07782","22.5581","64","0"
"318","B041C2","01:39:47","114.08137","22.55837","67","0"
"319","B041C2","01:40:07","114.08411","22.56218","90","0"
"320","B041C2","01:40:27","114.08635","22.56532","74","0"
"321","B041C2","01:40:48","114.0894","22.56685","63","0"
"322","B041C2","01:41:08","114.09367","22.56783","80","0"
"323","B041C2","01:41:28","114.09742","22.56903","73","0"
"324","B041C2","01:41:48","114.10153","22.57107","86","0"
"325","B041C2","01:42:08","114.10467","22.57307","70","0"
"326","B041C2","01:42:28","114.10702","22.57397","52","0"
"327","B041C2","01:42:48","114.1079","22.57257","31","0"
"328","B041C2","01:43:08","114.10786","22.5719","14","0"
"329","B041C2","01:43:48","114.10773","22.57","5","0"
"330","B041C2","01:44:08","114.10772","22.57037","8","0"
"331","B041C2","01:44:48","114.10786","22.57208","0","0"
"332","B041C2","01:45:08","114.108","22.57202","0","0"
"333","B041C2","01:45:08","114.108","22.57202","0","0"
"334","B041C2","01:45:08","114.108","22.57202","0","0"
"335","B041C2","01:45:08","114.108","22.57202","0","0"
"336","B041C2","01:45:08","114.108","22.57202","0","0"
"337","B041C2","01:45:08","114.108","22.57202","0","0"
"338","B041C2","01:45:08","114.108","22.57202","0","0"
"339","B041C2","01:45:08","114.108","22.57202","0","0"
"340","B041C2","01:45:08","114.108","22.57202","0","0"
"341","B041C2","01:45:49","114.10792","22.57205","0","0"
"342","B041C2","01:46:09","114.10796","22.57203","0","0"
"343","B041C2","01:46:29","114.10802","22.57197","0","0"
"344","B041C2","01:46:49","114.10777","22.5721","0","0"
"345","B041C2","01:47:09","114.10786","22.57205","0","0"
"346","B041C2","01:47:29","114.1079","22.57212","0","0"
"347","B041C2","01:47:49","114.10793","22.5723","0","0"
"348","B041C2","01:48:09","114.10786","22.57218","0","0"
"349","B041C2","01:48:29","114.10796","22.57197","0","0"
"350","B041C2","01:48:49","114.10788","22.57202","0","0"
"351","B041C2","01:49:09","114.10799","22.572","0","0"
"352","B041C2","01:49:29","114.10793","22.57208","0","0"
"353","B041C2","01:49:49","114.10795","22.57205","0","0"
"354","B041C2","01:50:09","114.10799","22.57197","0","0"
"355","B041C2","01:50:29","114.10792","22.57192","0","0"
"356","B041C2","01:51:09","114.10795","22.57193","0","0"
"357","B041C2","01:51:49","114.10785","22.57202","0","0"
"358","B041C2","01:52:09","114.10782","22.57198","0","0"
"359","B041C2","01:52:29","114.10788","22.572","0","0"
"360","B041C2","01:52:49","114.10792","22.5719","0","0"
"361","B041C2","01:53:09","114.10796","22.57187","0","0"
"362","B041C2","01:53:29","114.10795","22.57197","0","0"
"363","B041C2","01:53:49","114.10793","22.57195","0","0"
"364","B041C2","01:54:09","114.10783","22.57178","0","0"
"365","B041C2","01:54:29","114.10782","22.57182","0","0"
"366","B041C2","01:54:49","114.10785","22.57188","0","0"
"367","B041C2","01:55:09","114.10796","22.57197","0","0"
"368","B041C2","01:55:29","114.10788","22.57193","0","0"
"369","B041C2","01:56:09","114.10809","22.57203","0","0"
"370","B041C2","01:56:29","114.10803","22.57218","2","0"
"371","B041C2","01:56:49","114.1081","22.57217","0","0"
"372","B041C2","01:57:09","114.1081","22.57218","0","0"
"373","B041C2","01:57:29","114.10823","22.57218","0","0"
"374","B041C2","01:57:49","114.10812","22.57202","0","0"
"375","B041C2","01:58:29","114.10809","22.57213","0","0"
"376","B041C2","01:58:49","114.108","22.57225","0","0"
"377","B041C2","01:59:09","114.10786","22.57235","0","0"
"378","B041C2","01:59:29","114.10793","22.57215","0","0"
"379","B041C2","01:59:49","114.1081","22.5719","0","0"
"380","B041C2","01:59:49","114.1081","22.5719","0","0"
"381","B041C2","01:59:49","114.1081","22.5719","0","0"
"382","B041C2","01:59:49","114.1081","22.5719","0","0"
"383","B041C2","01:59:49","114.1081","22.5719","0","0"
"384","B041C2","01:59:49","114.1081","22.5719","0","0"
"385","B041C2","01:59:49","114.1081","22.5719","0","0"
"386","B041C2","01:59:49","114.1081","22.5719","0","0"
"387","B041C2","01:59:49","114.1081","22.5719","0","0"
"388","B041C2","01:59:49","114.1081","22.5719","0","0"
"389","B041C2","01:59:49","114.1081","22.5719","0","0"
"390","B041C2","01:59:49","114.1081","22.5719","0","0"
"391","B041C2","01:59:49","114.1081","22.5719","0","0"
"392","B041C2","01:59:49","114.1081","22.5719","0","0"
"393","B041C2","01:59:49","114.1081","22.5719","0","0"
"394","B041C2","01:59:49","114.1081","22.5719","0","0"
"395","B041C2","01:59:49","114.1081","22.5719","0","0"
"396","B041C2","01:59:49","114.1081","22.5719","0","0"
"397","B041C2","01:59:49","114.1081","22.5719","0","0"
"398","B041C2","01:59:49","114.1081","22.5719","0","0"
"399","B041C2","02:00:09","114.1081","22.57217","0","0"
"400","B041C2","02:00:29","114.10807","22.57228","0","0"
"401","B041C2","02:00:49","114.10807","22.5722","0","0"
"402","B041C2","02:01:09","114.10815","22.57232","0","0"
"403","B041C2","02:01:29","114.10805","22.57223","0","0"
"404","B041C2","02:01:49","114.10786","22.57232","0","0"
"405","B041C2","02:02:09","114.10793","22.57232","0","0"
"406","B041C2","02:02:29","114.10802","22.57205","0","0"
"407","B041C2","02:02:49","114.10813","22.57205","0","0"
"408","B041C2","02:03:09","114.1081","22.57217","0","0"
"409","B041C2","02:03:29","114.10815","22.57207","0","0"
"410","B041C2","02:04:09","114.10822","22.57215","0","0"
"411","B041C2","02:04:29","114.10809","22.57228","0","0"
"412","B041C2","02:04:49","114.10813","22.57222","0","0"
"413","B041C2","02:05:09","114.10793","22.57228","0","0"
"414","B041C2","02:05:29","114.10777","22.57232","0","0"
"415","B041C2","02:05:49","114.1077","22.57227","0","0"
"416","B041C2","02:06:09","114.1079","22.57223","0","0"
"417","B041C2","02:06:29","114.10823","22.57212","0","0"
"418","B041C2","02:06:49","114.10827","22.57202","0","0"
"419","B041C2","02:07:10","114.10817","22.57208","0","0"
"420","B041C2","02:07:30","114.10813","22.57212","0","0"
"421","B041C2","02:07:51","114.10822","22.5721","0","0"
"422","B041C2","02:07:51","114.10822","22.5721","0","0"
"423","B041C2","02:08:11","114.10827","22.57207","0","0"
"424","B041C2","02:08:31","114.1082","22.57205","0","0"
"425","B041C2","02:08:51","114.10813","22.5721","0","0"
"426","B041C2","02:09:11","114.10812","22.57205","0","0"
"427","B041C2","02:09:31","114.1081","22.57202","0","0"
"428","B041C2","02:09:51","114.1082","22.57203","0","0"
"429","B041C2","02:10:11","114.10818","22.57212","0","0"
"430","B041C2","02:10:11","114.10818","22.57212","0","0"
"431","B041C2","02:10:11","114.10818","22.57212","0","0"
"432","B041C2","02:10:11","114.10818","22.57212","0","0"
"433","B041C2","02:10:11","114.10818","22.57212","0","0"
"434","B041C2","02:10:31","114.10807","22.57218","0","0"
"435","B041C2","02:10:51","114.10815","22.57207","0","0"
"436","B041C2","02:11:11","114.10822","22.57207","0","0"
"437","B041C2","02:11:31","114.10813","22.57217","0","0"
"438","B041C2","02:11:51","114.1082","22.57215","0","0"
"439","B041C2","02:12:11","114.10822","22.57208","0","0"
"440","B041C2","02:12:31","114.10813","22.57205","0","0"
"441","B041C2","02:12:51","114.10807","22.57217","0","0"
"442","B041C2","02:13:11","114.10809","22.57218","0","0"
"443","B041C2","02:13:31","114.1081","22.57205","0","0"
"444","B041C2","02:13:51","114.1081","22.57218","0","0"
"445","B041C2","02:14:11","114.10815","22.57222","0","0"
"446","B041C2","02:14:31","114.10812","22.57217","0","0"
"447","B041C2","02:15:11","114.10793","22.57213","0","0"
"448","B041C2","02:15:31","114.1079","22.57215","0","0"
"449","B041C2","02:15:51","114.10802","22.57218","0","0"
"450","B041C2","02:16:31","114.10813","22.5722","0","0"
"451","B041C2","02:16:51","114.10823","22.57228","0","0"
"452","B041C2","02:17:11","114.10817","22.57207","0","0"
"453","B041C2","02:17:31","114.1082","22.57205","0","0"
"454","B041C2","02:17:51","114.10802","22.57205","0","0"
"455","B041C2","02:18:11","114.10786","22.572","0","0"
"456","B041C2","02:18:31","114.10799","22.57207","0","0"
"457","B041C2","02:18:51","114.10786","22.57193","0","0"
"458","B041C2","02:19:11","114.10773","22.57195","0","0"
"459","B041C2","02:19:31","114.10799","22.57218","0","0"
"460","B041C2","02:19:51","114.10813","22.57205","0","0"
"461","B041C2","02:19:51","114.10813","22.57205","0","0"
"462","B041C2","02:20:11","114.10812","22.57215","0","0"
"463","B041C2","02:20:31","114.10795","22.57218","0","0"
"464","B041C2","02:20:51","114.10799","22.57222","0","0"
"465","B041C2","02:21:11","114.10803","22.57217","0","0"
"466","B041C2","02:21:31","114.108","22.57225","0","0"
"467","B041C2","02:21:51","114.10809","22.57198","0","0"
"468","B041C2","02:22:11","114.108","22.572","0","0"
"469","B041C2","02:22:31","114.108","22.57207","0","0"
"470","B041C2","02:22:51","114.108","22.57208","0","0"
"471","B041C2","02:23:11","114.10805","22.57218","0","0"
"472","B041C2","02:23:31","114.10809","22.57217","0","0"
"473","B041C2","02:23:51","114.10807","22.57197","0","0"
"474","B041C2","02:24:31","114.10793","22.57203","0","0"
"475","B041C2","02:24:51","114.10799","22.57193","0","0"
"476","B041C2","02:25:32","114.10782","22.57202","0","0"
"477","B041C2","02:25:52","114.10768","22.57203","0","0"
"478","B041C2","02:26:12","114.10788","22.57212","0","0"
"479","B041C2","02:26:32","114.1079","22.57218","0","0"
"480","B041C2","02:26:52","114.10792","22.57223","0","0"
"481","B041C2","02:27:12","114.10795","22.57222","0","0"
"482","B041C2","02:27:32","114.10807","22.57225","0","0"
"483","B041C2","02:27:52","114.10809","22.57232","0","0"
