"","taxi_no","date","time","lon","lat","speed","occupy","unknown"
"1","B001B2","2009-09-11","00:22:15","114.03819","22.55755","0","1","31"
"2","B001B2","2009-09-11","00:23:10","114.03502","22.5568","23","1","31"
"3","B001B2","2009-09-11","00:25:00","114.03448","22.54788","36","1","31"
"4","B001B2","2009-09-11","00:25:55","114.03557","22.54192","43","1","31"
"5","B001B2","2009-09-11","00:25:55","114.03557","22.54192","43","1","31"
"6","B001B2","2009-09-11","00:26:50","114.02858","22.5404","48","1","31"
"7","B001B2","2009-09-11","00:27:45","114.01572","22.5382","87","1","31"
"8","B001B2","2009-09-11","00:28:40","114.00729","22.53702","57","1","31"
"9","B001B2","2009-09-11","00:29:35","114.00788","22.53815","26","1","31"
"10","B001B2","2009-09-11","00:30:30","114.00705","22.5381","5","1","31"
"11","B001B2","2009-09-11","00:33:15","114.0081","22.53668","34","1","31"
"12","B001B2","2009-09-11","00:34:10","114.0192","22.53855","73","1","31"
"13","B001B2","2009-09-11","00:35:05","114.031","22.54062","80","1","31"
"14","B001B2","2009-09-11","00:36:00","114.03551","22.54143","30","1","31"
"15","B001B2","2009-09-11","00:36:55","114.0352","22.54448","22","1","31"
"16","B001B2","2009-09-11","00:37:50","114.03457","22.54793","24","1","31"
"17","B001B2","2009-09-11","00:39:40","114.0349","22.55483","22","1","31"
"18","B001B2","2009-09-11","00:39:40","114.0349","22.55483","22","1","31"
"19","B001B2","2009-09-11","00:40:35","114.03425","22.55608","8","1","31"
"20","B001B2","2009-09-11","00:41:30","114.03743","22.55732","29","1","31"
"21","B001B2","2009-09-11","00:42:26","114.03805","22.55733","4","1","31"
"22","B001B2","2009-09-11","01:02:16","114.03896","22.5242","0","1","31"
"23","B001B2","2009-09-11","01:06:05","114.03896","22.5242","0","1","31"
"24","B001B2","2009-09-11","01:07:00","114.03852","22.52857","31","1","31"
"25","B001B2","2009-09-11","01:07:55","114.04337","22.53107","47","1","31"
"26","B001B2","2009-09-11","01:07:55","114.04337","22.53107","47","1","31"
"27","B001B2","2009-09-11","01:08:50","114.0528","22.53127","63","1","31"
"28","B001B2","2009-09-11","01:10:40","114.06944","22.53095","45","1","31"
"29","B001B2","2009-09-11","01:11:35","114.06858","22.53848","63","1","31"
"30","B001B2","2009-09-11","01:12:30","114.07227","22.53587","41","1","31"
"31","B001B6","2009-09-11","00:15:22","114.06737","22.51925","0","1","31"
"32","B001B6","2009-09-11","00:26:55","114.06613","22.519","0","1","31"
"33","B001B6","2009-09-11","00:27:50","114.06361","22.51902","14","1","31"
"34","B001B6","2009-09-11","00:28:45","114.06247","22.52252","32","1","31"
"35","B001B6","2009-09-11","00:29:40","114.0632","22.52553","22","1","31"
"36","B001B6","2009-09-11","00:30:35","114.06325","22.53123","39","1","31"
"37","B001B6","2009-09-11","00:31:30","114.06911","22.53168","38","1","31"
"38","B001B6","2009-09-11","00:32:25","114.07868","22.53415","72","1","31"
"39","B001B6","2009-09-11","00:33:20","114.08823","22.53745","75","1","31"
"40","B001B6","2009-09-11","00:33:20","114.08823","22.53745","75","1","31"
"41","B001B6","2009-09-11","00:35:10","114.109","22.53748","64","1","31"
"42","B001B6","2009-09-11","00:37:00","114.11861","22.53995","9","1","31"
"43","B001B6","2009-09-11","00:41:40","114.11263","22.53597","0","1","31"
"44","B001B6","2009-09-11","00:47:05","114.11263","22.53597","0","1","31"
"45","B001B7","2009-09-11","00:03:22","114.03381","22.52237","0","1","31"
"46","B001B7","2009-09-11","00:03:31","114.03381","22.52237","0","1","31"
"47","B001B7","2009-09-11","00:04:27","114.03715","22.52388","23","1","31"
"48","B001B7","2009-09-11","00:05:22","114.0386","22.52708","28","1","31"
"49","B001B7","2009-09-11","00:06:17","114.03909","22.5305","25","1","31"
"50","B001B7","2009-09-11","00:07:12","114.04716","22.53118","54","1","31"
"51","B001B7","2009-09-11","00:08:07","114.05373","22.53125","43","1","31"
"52","B001B7","2009-09-11","00:09:02","114.0588","22.52908","44","1","31"
"53","B001B7","2009-09-11","00:20:58","114.03371","22.5223","0","1","31"
"54","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"55","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"56","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"57","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"58","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"59","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"60","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"61","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"62","B001B7","2009-09-11","00:27:45","114.03371","22.5223","0","1","31"
"63","B001B7","2009-09-11","00:28:30","114.03371","22.5223","0","1","31"
"64","B001B7","2009-09-11","00:29:14","114.03371","22.5223","0","1","31"
"65","B001B7","2009-09-11","00:29:30","114.03371","22.5223","0","1","31"
"66","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"67","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"68","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"69","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"70","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"71","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"72","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"73","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"74","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"75","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"76","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"77","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"78","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"79","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"80","B001B7","2009-09-11","00:30:25","114.03632","22.5231","14","1","31"
"81","B001B7","2009-09-11","00:31:20","114.0388","22.52507","21","1","31"
"82","B001B7","2009-09-11","00:32:15","114.03792","22.5298","21","1","31"
"83","B001B7","2009-09-11","00:33:10","114.0455","22.5311","47","1","31"
"84","B001B7","2009-09-11","00:34:05","114.05728","22.5315","79","1","31"
"85","B001B7","2009-09-11","00:35:00","114.06797","22.53165","71","1","31"
"86","B001B7","2009-09-11","00:35:55","114.07748","22.53222","64","1","31"
"87","B001B7","2009-09-11","00:35:55","114.07748","22.53222","64","1","31"
"88","B001B7","2009-09-11","00:36:50","114.08437","22.5374","65","1","31"
"89","B001B7","2009-09-11","00:37:45","114.09444","22.53807","68","1","31"
"90","B001B7","2009-09-11","00:38:40","114.10377","22.53783","62","1","31"
"91","B001B7","2009-09-11","00:40:30","114.11025","22.5418","17","1","31"
"92","B001B7","2009-09-11","00:41:25","114.11047","22.54658","32","1","31"
"93","B001B7","2009-09-11","00:42:20","114.10975","22.55377","51","1","31"
"94","B001B7","2009-09-11","00:43:15","114.11391","22.55865","49","1","31"
"95","B001B7","2009-09-11","00:48:20","114.11552","22.5571","0","1","31"
"96","B001B7","2009-09-11","01:26:54","114.03394","22.52247","0","1","31"
"97","B001B7","2009-09-11","01:27:49","114.03717","22.52358","24","1","31"
"98","B001B7","2009-09-11","01:28:44","114.04148","22.52127","32","1","31"
"99","B001B7","2009-09-11","01:29:39","114.04148","22.52127","0","1","31"
"100","B001B7","2009-09-11","01:30:34","114.04797","22.51847","46","1","31"
"101","B001B7","2009-09-11","01:31:29","114.05345","22.51823","35","1","31"
"102","B001B7","2009-09-11","01:33:19","114.0591","22.52168","8","1","31"
"103","B001B7","2009-09-11","01:34:14","114.05848","22.52492","22","1","31"
"104","B001B7","2009-09-11","02:00:45","114.03378","22.52243","0","1","31"
"105","B001B7","2009-09-11","02:00:45","114.03378","22.52243","0","1","31"
"106","B001B7","2009-09-11","02:37:59","114.03378","22.52243","0","1","31"
"107","B001B7","2009-09-11","02:38:54","114.03713","22.52332","23","1","31"
"108","B001B7","2009-09-11","02:39:49","114.04198","22.52125","35","1","31"
"109","B001B7","2009-09-11","02:40:44","114.04504","22.52865","58","1","31"
"110","B001B7","2009-09-11","02:42:34","114.06348","22.5316","82","1","31"
"111","B002B1","2009-09-11","00:08:02","114.08385","22.57195","0","1","31"
"112","B002B1","2009-09-11","00:17:44","114.06763","22.55838","0","1","31"
"113","B002B1","2009-09-11","00:58:40","114.0879","22.5615","0","1","31"
"114","B002B1","2009-09-11","01:10:28","114.09161","22.56048","11","1","31"
"115","B002B1","2009-09-11","01:11:23","114.09395","22.5586","22","1","31"
"116","B002B1","2009-09-11","01:12:18","114.09125","22.55842","17","1","31"
"117","B002B1","2009-09-11","01:13:13","114.09093","22.5543","29","1","31"
"118","B003B6","2009-09-11","00:04:14","113.90668","22.55365","14","1","31"
"119","B003B6","2009-09-11","00:05:09","113.90926","22.5504","34","1","31"
"120","B003B6","2009-09-11","00:07:54","113.94062","22.55523","83","1","31"
"121","B003B6","2009-09-11","00:08:49","113.95168","22.55622","75","1","31"
"122","B003B6","2009-09-11","00:10:39","113.97375","22.55645","73","1","31"
"123","B003B6","2009-09-11","00:11:34","113.9841","22.55843","71","1","31"
"124","B003B6","2009-09-11","00:12:29","113.99395","22.55677","69","1","31"
"125","B003B6","2009-09-11","00:13:24","114.0052","22.5564","77","1","31"
"126","B003B6","2009-09-11","00:14:19","114.01637","22.56007","80","1","31"
"127","B003B6","2009-09-11","00:15:14","114.0282","22.56138","80","1","31"
"128","B003B6","2009-09-11","00:16:09","114.0386","22.56317","70","1","31"
"129","B003B6","2009-09-11","00:17:04","114.04887","22.56502","70","1","31"
"130","B003B6","2009-09-11","00:18:54","114.06918","22.5692","71","1","31"
"131","B003B6","2009-09-11","00:19:49","114.07922","22.57258","73","1","31"
"132","B003B6","2009-09-11","00:20:44","114.08701","22.56677","71","1","31"
"133","B003B6","2009-09-11","00:22:34","114.10683","22.57463","79","1","31"
"134","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"135","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"136","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"137","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"138","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"139","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"140","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"141","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"142","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"143","B003B6","2009-09-11","00:23:29","114.11487","22.57642","55","1","31"
"144","B003B6","2009-09-11","00:24:24","114.1176","22.57542","30","1","31"
"145","B003B6","2009-09-11","00:25:19","114.11478","22.58135","46","1","31"
"146","B003B6","2009-09-11","00:26:14","114.11215","22.58627","39","1","31"
"147","B003B6","2009-09-11","00:26:14","114.11215","22.58627","39","1","31"
"148","B003B6","2009-09-11","00:27:09","114.10952","22.59083","37","1","31"
"149","B003B6","2009-09-11","00:28:04","114.11075","22.59512","32","1","31"
"150","B003B6","2009-09-11","00:28:59","114.11058","22.5935","20","1","31"
"151","B003B6","2009-09-11","00:29:54","114.11173","22.59282","4","1","31"
"152","B003B6","2009-09-11","00:30:49","114.1119","22.59268","1","1","31"
"153","B003B6","2009-09-11","00:31:44","114.11053","22.59433","14","1","31"
"154","B003B6","2009-09-11","00:32:38","114.11117","22.59588","5","1","31"
"155","B003B6","2009-09-11","00:34:28","114.11678","22.6008","32","1","31"
"156","B003B6","2009-09-11","00:36:18","114.11243","22.60132","16","1","31"
"157","B003B6","2009-09-11","00:37:13","114.1123","22.60118","1","1","31"
"158","B003B6","2009-09-11","00:38:08","114.11288","22.60005","5","1","31"
"159","B003B6","2009-09-11","00:39:03","114.11057","22.59505","39","1","31"
"160","B003B6","2009-09-11","00:39:58","114.10921","22.59033","35","1","31"
"161","B003B6","2009-09-11","00:40:53","114.11165","22.58628","31","1","31"
"162","B003B6","2009-09-11","00:41:48","114.11452","22.58132","40","1","31"
"163","B003B6","2009-09-11","00:42:43","114.1174","22.57533","47","1","31"
"164","B003B6","2009-09-11","00:43:38","114.11794","22.5671","60","1","31"
"165","B003B6","2009-09-11","00:44:33","114.1195","22.56035","50","1","31"
"166","B003B6","2009-09-11","00:45:28","114.12062","22.5566","34","1","31"
"167","B003B6","2009-09-11","00:46:23","114.11773","22.55227","37","1","31"
"168","B003B6","2009-09-11","00:48:13","114.11784","22.54395","23","1","31"
"169","B003B6","2009-09-11","00:49:08","114.11642","22.54307","11","1","31"
"170","B003B6","2009-09-11","00:50:03","114.11248","22.54227","22","1","31"
"171","B003B6","2009-09-11","01:17:19","114.09088","22.55812","25","1","31"
"172","B005B0","2009-09-11","00:02:37","114.07747","22.55057","0","1","31"
"173","B005B0","2009-09-11","00:06:20","114.08415","22.5623","64","1","31"
"174","B005B0","2009-09-11","00:07:15","114.08483","22.57042","67","1","31"
"175","B005B0","2009-09-11","00:09:05","114.06378","22.5687","70","1","31"
"176","B005B0","2009-09-11","00:10:00","114.0619","22.57087","24","1","31"
"177","B005B0","2009-09-11","00:10:00","114.0619","22.57087","24","1","31"
"178","B005B0","2009-09-11","00:10:55","114.06274","22.57253","17","1","31"
"179","B005B0","2009-09-11","00:21:46","114.0541","22.5699","0","1","31"
"180","B005B0","2009-09-11","00:27:18","114.0541","22.5699","0","1","31"
"181","B005B0","2009-09-11","00:59:35","114.0794","22.54963","0","1","31"
"182","B005B0","2009-09-11","01:00:30","114.07885","22.54912","5","1","31"
"183","B005B0","2009-09-11","01:01:25","114.076","22.54755","26","1","31"
"184","B005B0","2009-09-11","01:02:20","114.07605","22.54662","5","1","31"
"185","B005B0","2009-09-11","01:04:10","114.06158","22.54285","69","1","31"
"186","B005B0","2009-09-11","01:05:05","114.0552","22.5429","43","1","31"
"187","B005B0","2009-09-11","01:06:00","114.04853","22.5425","44","1","31"
"188","B005B0","2009-09-11","01:06:55","114.0463","22.54247","14","1","31"
"189","B005B0","2009-09-11","01:07:50","114.03817","22.5421","54","1","31"
"190","B005B0","2009-09-11","01:08:45","114.02768","22.54032","71","1","31"
"191","B005B0","2009-09-11","01:09:40","114.01823","22.5389","64","1","31"
"192","B005B0","2009-09-11","01:11:30","114.0146","22.54418","33","1","31"
"193","B005B1","2009-09-11","00:19:19","113.90308","22.55782","0","1","31"
"194","B005B1","2009-09-11","00:36:45","113.91165","22.49463","14","1","31"
"195","B005B1","2009-09-11","00:37:40","113.91243","22.49887","44","1","31"
"196","B005B1","2009-09-11","00:38:35","113.9148","22.50375","40","1","31"
"197","B005B1","2009-09-11","00:39:30","113.91478","22.50877","35","1","31"
"198","B005B1","2009-09-11","00:40:25","113.91534","22.51008","10","1","31"
"199","B005B1","2009-09-11","00:41:20","113.91808","22.514","32","1","31"
"200","B005B1","2009-09-11","00:42:15","113.91867","22.51805","36","1","31"
"201","B005B1","2009-09-11","00:47:28","113.92472","22.52207","8","1","31"
"202","B005B1","2009-09-11","00:49:18","113.92702","22.53498","59","1","31"
"203","B005B1","2009-09-11","00:51:08","113.9209","22.53007","21","1","31"
"204","B005B1","2009-09-11","00:52:03","113.917","22.53098","20","1","31"
"205","B005B1","2009-09-11","00:52:58","113.91393","22.53115","20","1","31"
"206","B005B1","2009-09-11","00:54:34","113.9145","22.52847","22","1","31"
"207","B005B1","2009-09-11","00:55:29","113.91382","22.5309","26","1","31"
"208","B005B1","2009-09-11","00:56:24","113.91409","22.5343","23","1","31"
"209","B005B1","2009-09-11","00:57:19","113.91465","22.53858","30","1","31"
"210","B005B1","2009-09-11","00:58:14","113.91505","22.54085","14","1","31"
"211","B005B1","2009-09-11","00:59:09","113.91815","22.54327","30","1","31"
"212","B005B1","2009-09-11","01:00:04","113.91877","22.54312","3","1","31"
"213","B005B1","2009-09-11","01:00:59","113.92583","22.54205","47","1","31"
"214","B005B1","2009-09-11","01:01:54","113.9283","22.54793","55","1","31"
"215","B005B1","2009-09-11","01:02:49","113.92873","22.55598","58","1","31"
"216","B005B1","2009-09-11","01:03:44","113.93298","22.55982","50","1","31"
"217","B005B1","2009-09-11","01:04:42","113.94068","22.55995","34","1","31"
"218","B005B1","2009-09-11","01:04:47","113.94125","22.55992","42","1","31"
"219","B005B1","2009-09-11","01:05:42","113.94675","22.56012","46","1","31"
"220","B005B1","2009-09-11","01:06:37","113.94672","22.56257","15","1","31"
"221","B005B1","2009-09-11","01:11:48","113.95253","22.55977","0","1","31"
"222","B005B1","2009-09-11","01:12:43","113.95383","22.55065","64","1","31"
"223","B009B2","2009-09-11","00:15:06","114.06758","22.52392","0","1","31"
"224","B009B2","2009-09-11","00:16:01","114.06825","22.52938","42","1","31"
"225","B009B2","2009-09-11","00:16:56","114.06902","22.53857","69","1","31"
"226","B009B2","2009-09-11","00:18:46","114.07426","22.53955","15","1","31"
"227","B009B2","2009-09-11","00:51:47","114.06812","22.52382","0","1","31"
"228","B009B2","2009-09-11","00:52:42","114.06823","22.5286","37","1","31"
"229","B009B2","2009-09-11","00:53:37","114.07317","22.53165","45","1","31"
"230","B009B2","2009-09-11","00:54:32","114.08086","22.53687","71","1","31"
"231","B009B2","2009-09-11","00:55:27","114.09192","22.53808","74","1","31"
"232","B009B2","2009-09-11","00:56:22","114.1031","22.53815","74","1","31"
"233","B009B2","2009-09-11","00:57:17","114.10807","22.53707","34","1","31"
"234","B009B2","2009-09-11","00:58:12","114.11085","22.53747","16","1","31"
"235","B009B2","2009-09-11","00:59:07","114.1116","22.53232","33","1","31"
"236","B009B2","2009-09-11","01:00:02","114.1167","22.53582","57","1","31"
"237","B009B2","2009-09-11","01:00:57","114.11825","22.53713","12","1","31"
"238","B009B2","2009-09-11","01:02:47","114.13622","22.54952","80","1","31"
"239","B009B2","2009-09-11","01:03:42","114.1407","22.56038","85","1","31"
"240","B009B2","2009-09-11","01:04:37","114.1377","22.56997","76","1","31"
"241","B009B2","2009-09-11","01:05:32","114.13678","22.57585","47","1","31"
"242","B009B2","2009-09-11","01:06:27","114.13058","22.5785","47","1","31"
"243","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"244","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"245","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"246","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"247","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"248","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"249","B009B2","2009-09-11","01:07:22","114.1301","22.58403","39","1","31"
"250","B009B2","2009-09-11","01:08:17","114.12859","22.58788","34","1","31"
"251","B00F27","2009-09-11","00:21:35","114.04916","22.52568","38","1","31"
"252","B00F27","2009-09-11","00:22:25","114.04465","22.52572","0","1","31"
"253","B00F27","2009-09-11","00:23:15","114.04417","22.52548","36","1","31"
"254","B00F27","2009-09-11","00:24:05","114.0401","22.52217","61","1","31"
"255","B00F27","2009-09-11","00:24:55","114.03709","22.5234","24","1","31"
"256","B00G11","2009-09-11","00:24:35","113.83075","22.65009","5","1","31"
"257","B00G11","2009-09-11","00:25:16","113.83508","22.64467","111","1","31"
"258","B00G11","2009-09-11","00:26:36","113.85228","22.62742","111","1","31"
"259","B00G11","2009-09-11","00:25:56","113.84281","22.63508","120","1","31"
"260","B00G11","2009-09-11","00:27:16","113.86336","22.62313","116","1","31"
"261","B00G11","2009-09-11","00:27:56","113.8737","22.61815","112","1","31"
"262","B00G11","2009-09-11","00:28:37","113.8818","22.6083","120","1","31"
"263","B00G11","2009-09-11","00:31:58","113.92186","22.56877","62","1","31"
"264","B00G11","2009-09-11","00:32:38","113.9259","22.56587","0","1","31"
"265","B00G11","2009-09-11","00:33:18","113.92664","22.56519","50","1","31"
"266","B00G11","2009-09-11","00:33:58","113.92905","22.55918","111","1","31"
"267","B00G11","2009-09-11","00:35:19","113.9271","22.53718","105","1","31"
"268","B00G11","2009-09-11","00:35:59","113.92419","22.52786","70","1","31"
"269","B00G11","2009-09-11","00:34:39","113.92787","22.54738","105","1","31"
"270","B00G11","2009-09-11","00:37:19","113.91496","22.52729","22","1","31"
"271","B00G11","2009-09-11","00:36:39","113.9186","22.52726","12","1","31"
"272","B00G18","2009-09-11","00:05:49","114.09911","22.57256","70","1","31"
"273","B00G18","2009-09-11","00:06:29","114.09964","22.57935","68","1","31"
"274","B00G18","2009-09-11","00:08:03","114.09829","22.59202","77","1","31"
"275","B00G18","2009-09-11","00:07:09","114.09792","22.58656","77","1","31"
"276","B00G18","2009-09-11","00:08:30","114.09798","22.60266","51","1","31"
"277","B00G18","2009-09-11","00:09:50","114.10113","22.60015","59","1","31"
"278","B00G22","2009-09-11","00:05:40","113.93035","22.52823","61","1","31"
"279","B00G22","2009-09-11","00:06:20","113.92789","22.52175","77","1","31"
"280","B00G22","2009-09-11","00:07:00","113.92754","22.51576","25","1","31"
"281","B00G22","2009-09-11","00:07:40","113.92468","22.51555","22","1","31"
"282","B00G22","2009-09-11","00:08:20","113.92384","22.51465","5","1","31"
"283","B00G22","2009-09-11","00:09:01","113.92386","22.51453","0","1","31"
"284","B00G22","2009-09-11","00:09:41","113.92386","22.51456","0","1","31"
"285","B00G22","2009-09-11","00:10:21","113.92388","22.51462","0","1","31"
"286","B00G22","2009-09-11","00:11:01","113.92387","22.51464","0","1","31"
"287","B00G22","2009-09-11","00:11:41","113.92389","22.51458","1","1","31"
"288","B00G22","2009-09-11","00:12:22","113.92387","22.5146","1","1","31"
"289","B00G22","2009-09-11","00:28:26","113.94903","22.54334","25","1","31"
"290","B00G22","2009-09-11","00:29:06","113.95512","22.54322","77","1","31"
"291","B00G22","2009-09-11","00:29:46","113.95927","22.54318","0","1","31"
"292","B00G22","2009-09-11","00:30:27","113.96195","22.54249","62","1","31"
"293","B00G22","2009-09-11","00:31:07","113.96887","22.53991","74","1","31"
"294","B00G22","2009-09-11","00:31:47","113.97622","22.53683","75","1","31"
"295","B00G22","2009-09-11","00:32:27","113.98174","22.5362","0","1","31"
"296","B00G22","2009-09-11","00:33:07","113.98472","22.53613","64","1","31"
"297","B00G22","2009-09-11","00:33:48","113.99149","22.5349","51","1","31"
"298","B00G22","2009-09-11","00:34:28","113.99317","22.53121","27","1","31"
"299","B00G22","2009-09-11","00:39:44","113.96256","22.53368","0","1","31"
"300","B00G22","2009-09-11","00:40:24","113.95953","22.53467","0","1","31"
"301","B00G22","2009-09-11","00:41:05","113.95921","22.53924","79","1","31"
"302","B00G22","2009-09-11","00:41:45","113.95971","22.5429","0","1","31"
"303","B00G22","2009-09-11","00:42:25","113.95795","22.54353","59","1","31"
"304","B00G22","2009-09-11","00:43:05","113.95087","22.54346","48","1","31"
"305","B00G22","2009-09-11","00:43:45","113.94891","22.54335","29","1","31"
"306","B00G22","2009-09-11","00:44:26","113.94168","22.54303","77","1","31"
"307","B00G22","2009-09-11","00:45:06","113.93338","22.54268","70","1","31"
"308","B00G22","2009-09-11","00:45:46","113.92534","22.54293","72","1","31"
"309","B00G22","2009-09-11","00:46:26","113.91937","22.54327","5","1","31"
"310","B00G22","2009-09-11","00:47:06","113.91942","22.54329","0","1","31"
"311","B00G22","2009-09-11","00:47:47","113.91711","22.54337","57","1","31"
"312","B00G22","2009-09-11","00:48:27","113.91068","22.5448","50","1","31"
"313","B00G22","2009-09-11","00:49:07","113.91009","22.54486","0","1","31"
"314","B00G22","2009-09-11","00:49:47","113.91008","22.54484","0","1","31"
"315","B00G22","2009-09-11","00:50:28","113.90587","22.54468","25","1","31"
"316","B00G22","2009-09-11","00:51:08","113.90742","22.54417","9","1","31"
"317","B00G25","2009-09-11","00:00:04","113.88924","22.48252","40","1","31"
"318","B00G25","2009-09-11","00:00:44","113.88531","22.48282","38","1","31"
"319","B00G25","2009-09-11","00:01:24","113.88334","22.48392","33","1","31"
"320","B00G25","2009-09-11","00:02:04","113.88251","22.48436","14","1","31"
"321","B00G25","2009-09-11","00:02:45","113.88133","22.48437","0","1","31"
"322","B00G25","2009-09-11","00:53:03","113.9228","22.53676","44","1","31"
"323","B00G25","2009-09-11","00:53:43","113.92249","22.53868","0","1","31"
"324","B00G25","2009-09-11","00:54:23","113.91991","22.53875","0","1","31"
"325","B00G25","2009-09-11","00:55:03","113.91701","22.53865","0","1","31"
"326","B00G25","2009-09-11","00:55:43","113.91598","22.53873","31","1","31"
"327","B00G25","2009-09-11","00:57:04","113.91003","22.54021","9","1","31"
"328","B00G25","2009-09-11","00:57:44","113.91001","22.54016","0","1","31"
"329","B00G25","2009-09-11","01:09:07","113.91393","22.53122","0","1","31"
"330","B00G25","2009-09-11","01:09:47","113.91187","22.53127","29","1","31"
"331","B00G25","2009-09-11","01:10:28","113.91067","22.53132","0","1","31"
"332","B00G25","2009-09-11","01:11:08","113.91044","22.53491","27","1","31"
"333","B00G25","2009-09-11","01:11:48","113.91033","22.53936","33","1","31"
"334","B00G25","2009-09-11","01:12:28","113.90992","22.54419","29","1","31"
"335","B00G25","2009-09-11","01:13:08","113.90974","22.54827","51","1","31"
"336","B00G25","2009-09-11","01:13:49","113.90726","22.55387","38","1","31"
"337","B00G25","2009-09-11","01:14:29","113.90379","22.55757","66","1","31"
"338","B00G25","2009-09-11","01:15:09","113.89801","22.5623","66","1","31"
"339","B00G25","2009-09-11","01:15:49","113.89381","22.56659","51","1","31"
"340","B00G25","2009-09-11","01:16:30","113.89624","22.56936","0","1","31"
"341","B00G25","2009-09-11","01:17:10","113.89625","22.56932","0","1","31"
"342","B00G25","2009-09-11","01:17:50","113.89624","22.56932","0","1","31"
"343","B00G25","2009-09-11","01:18:30","113.8963","22.56936","12","1","31"
"344","B00G25","2009-09-11","01:19:10","113.89883","22.57137","22","1","31"
"345","B00G25","2009-09-11","01:19:51","113.89909","22.57234","31","1","31"
"346","B00G25","2009-09-11","01:20:31","113.89613","22.57528","0","1","31"
"347","B00G25","2009-09-11","01:21:11","113.89513","22.5762","16","1","31"
"348","B00G25","2009-09-11","01:21:51","113.89452","22.57683","11","1","31"
"349","B00G25","2009-09-11","02:17:30","114.12592","22.57745","42","1","31"
"350","B00G25","2009-09-11","02:18:10","114.12154","22.57674","51","1","31"
"351","B00G25","2009-09-11","02:18:50","114.11507","22.57669","59","1","31"
"352","B00G25","2009-09-11","02:20:11","114.10542","22.57424","46","1","31"
"353","B00G25","2009-09-11","02:20:51","114.10435","22.57362","0","1","31"
"354","B00G25","2009-09-11","02:21:31","114.10152","22.57192","40","1","31"
"355","B00G26","2009-09-11","00:04:29","114.12241","22.57924","0","1","31"
"356","B00G26","2009-09-11","00:05:10","114.12242","22.57924","0","1","31"
"357","B00G26","2009-09-11","00:05:50","114.12276","22.57697","25","1","31"
"358","B00G26","2009-09-11","00:06:30","114.11715","22.57663","70","1","31"
"359","B00G26","2009-09-11","00:07:10","114.10989","22.57638","74","1","31"
"360","B00G26","2009-09-11","00:07:51","114.10226","22.57198","74","1","31"
"361","B00G26","2009-09-11","00:08:31","114.09438","22.56826","79","1","31"
"362","B00G26","2009-09-11","00:09:11","114.08672","22.5671","51","1","31"
"363","B00G26","2009-09-11","00:09:51","114.08231","22.5721","66","1","31"
"364","B00G26","2009-09-11","00:10:31","114.07519","22.57174","72","1","31"
"365","B00G26","2009-09-11","00:11:12","114.0684","22.56931","37","1","31"
"366","B00G26","2009-09-11","00:11:52","114.06741","22.57375","70","1","31"
"367","B00G26","2009-09-11","00:12:32","114.06187","22.57805","72","1","31"
