"","or_lon","or_lat","dest_lon","dest_lat"
"121",114.13033,22.5531,114.13284,22.55073
"122",114.12083,22.57632,114.11359,22.54125
"123",114.11777,22.54328,114.1182,22.5434
"124",114.1251,22.55265,114.1306,22.5439
"125",113.95305,22.5432,113.9638,22.54373
"126",113.90327,22.5579,113.93185,22.52368
"127",114.06123,22.52598,114.12877,22.54555
"128",114.06319,22.52708,114.06275,22.53733
"129",114.06312,22.52605,114.10519,22.54362
"130",114.11383,22.54545,114.11988,22.54173
"131",114.1107,22.53827,114.06845,22.52358
"132",114.11367,22.54287,114.12086,22.54257
"133",114.15103,22.61898,114.15033,22.61068
"134",114.1579,22.61268,114.11993,22.59108
"135",114.06088,22.52137,114.06305,22.52375
"136",114.1182,22.54337,114.11722,22.54635
"137",113.94493,22.54538,114.01965,22.53167
"138",113.9751,22.54112,113.96455,22.54183
"139",113.92651,22.53415,113.91918,22.50855
"140",113.92741,22.50623,113.9286,22.49792
"141",113.923,22.51012,113.91915,22.50787
"142",113.9221,22.51603,113.92374,22.51472
"143",113.91887,22.53523,113.91508,22.5283
"144",113.9238,22.51468,113.9238,22.51468
"145",113.91882,22.54355,113.84053,22.73917
"146",114.1099,22.5453,114.11397,22.53815
"147",114.10567,22.54718,114.1389,22.54977
"148",114.11256,22.60392,114.12085,22.61037
"149",114.11893,22.61227,114.1221,22.57387
"150",114.00107,22.53002,114.06838,22.5236
"151",113.92052,22.5113,113.87698,22.56978
"152",114.13143,22.61083,114.11243,22.60047
"153",114.11277,22.61097,114.08743,22.54932
"154",114.07423,22.53908,114.07497,22.53152
"155",114.04467,22.52577,114.0207,22.53132
"156",114.03413,22.52933,114.05905,22.51823
"157",114.11143,22.54177,114.10893,22.54133
"158",114.067,22.52503,114.11743,22.53807
"159",114.1075,22.5413,114.11788,22.54142
"160",114.11417,22.53932,114.11356,22.5388
"161",114.0996,22.54678,114.10183,22.55775
"162",114.11642,22.5406,114.12666,22.5498
"163",114.1163,22.53963,114.04716,22.54528
"164",114.08192,22.54537,114.08393,22.5484
"165",114.08109,22.54297,114.08158,22.54085
"166",114.07415,22.53768,114.10647,22.54408
"167",114.10278,22.54285,114.13395,22.54943
"168",114.13505,22.54917,114.0264,22.62732
"169",114.08163,22.54435,114.07782,22.55043
"170",114.0739,22.53772,114.00494,22.52998
"171",114.11675,22.55018,114.10532,22.55152
"172",114.11929,22.55427,114.11777,22.54395
"173",114.02573,22.52592,114.0561,22.52308
"174",114.05888,22.52225,114.04162,22.51945
"175",114.10136,22.54117,114.04977,22.52593
"176",113.92423,22.51765,113.9283,22.52758
"177",113.92388,22.52268,113.91368,22.53657
"178",113.92393,22.52282,113.91441,22.52893
"179",114.07915,22.53487,114.03831,22.52965
"180",113.81532,22.64898,113.92345,22.5276
"181",114.0912,22.54188,114.13938,22.55405
"182",114.12642,22.548,114.1103,22.60942
"183",114.11222,22.58538,114.12967,22.5517
"184",114.09364,22.5701,114.09883,22.58035
"185",114.10712,22.55267,114.1118,22.547
"186",114.11581,22.54258,114.11915,22.5586
"187",114.11777,22.54387,114.06738,22.52765
"188",114.02735,22.52567,114.04165,22.52125
"189",114.06672,22.54308,114.04987,22.54665
"190",114.06696,22.52548,114.12385,22.54578
"191",114.06799,22.55077,114.11166,22.60757
"192",114.15765,22.56117,114.12442,22.5478
"193",114.1351,22.5587,114.15086,22.60633
"194",114.01372,22.538,113.9817,22.53943
"195",113.97807,22.54042,113.96381,22.54462
"196",113.9918,22.54012,113.98195,22.53642
"197",113.99303,22.5327,114.09855,22.53802
"198",114.10188,22.54172,114.0828,22.54303
"199",114.09232,22.54152,114.08415,22.54298
"200",114.06799,22.5467,114.11588,22.5799
"201",114.13188,22.55057,114.11555,22.5428
"202",114.12029,22.55162,114.11961,22.55397
"203",114.1211,22.55193,114.11687,22.54135
"204",114.11632,22.5354,114.18253,22.5978
"205",114.11391,22.54268,114.11933,22.54198
"206",114.11255,22.59767,114.1027,22.61033
"207",114.11225,22.58522,114.11857,22.56332
"208",114.11491,22.54098,114.04598,22.5339
"209",114.11855,22.56305,114.12625,22.6109
"210",114.11707,22.53647,114.15649,22.55985
"211",114.10405,22.5592,114.10741,22.56642
"212",113.91455,22.52727,113.91927,22.5087
"213",113.91912,22.53055,113.91808,22.5248
"214",113.91772,22.53065,113.91293,22.52077
"215",114.11407,22.53883,114.12411,22.55438
"216",114.12352,22.5473,114.11398,22.53803
"217",114.12428,22.54667,114.13551,22.57933
"218",114.02215,22.53172,113.9789,22.5432
"219",114.02213,22.5269,114.0247,22.52732
"220",114.02268,22.52843,114.02345,22.53147
"221",114.13392,22.54935,114.12835,22.57787
"222",114.06778,22.52387,114.11414,22.5384
"223",113.92187,22.51585,113.91975,22.51005
"224",114.0468,22.5256,114.10284,22.57227
"225",113.90479,22.55537,114.1039,22.55315
"226",114.01117,22.54935,114.06803,22.52363
"227",114.10337,22.58825,114.09377,22.54145
"228",114.09151,22.54152,114.12608,22.57743
"229",114.02765,22.62375,114.02711,22.62595
"230",114.03983,22.60815,114.04058,22.60863
"231",114.04013,22.6083,114.02748,22.6273
"232",114.05023,22.57117,114.06572,22.57475
"233",113.91006,22.54173,114.04965,22.56262
"234",114.0616,22.56247,114.0587,22.57115
"235",114.04015,22.57003,114.03285,22.5639
"236",114.12098,22.57925,114.11237,22.60645
"237",114.06758,22.55097,114.06778,22.55757
"238",114.04852,22.5921,114.03923,22.60683
"239",114.06748,22.55088,113.9282,22.52293
"240",113.9818,22.5361,113.99617,22.5367
"241",113.81895,22.6466,114.09067,22.5613
"242",114.11435,22.54603,114.10191,22.54208
"243",114.1033,22.54035,114.16666,22.56407
"244",114.15662,22.56052,114.1021,22.55255
"245",114.08411,22.54922,114.07622,22.53617
"246",114.11947,22.53947,114.11546,22.54255
"247",114.11865,22.53992,114.10747,22.56918
"248",114.11925,22.53955,114.07056,22.54548
"249",114.11784,22.53978,114.11446,22.53888
"250",114.07578,22.5431,114.04412,22.54735
"251",113.95409,22.5456,113.97352,22.54082
"252",113.90491,22.55613,113.81533,22.6517
"253",113.81647,22.64718,114.06838,22.52378
"254",114.03568,22.54387,114.03792,22.54638
"255",114.00687,22.53697,113.98563,22.53653
"256",114.09786,22.55983,114.09466,22.55984
"257",114.11692,22.54627,114.11729,22.55108
"258",114.13632,22.55742,114.12843,22.56089
"259",114.16779,22.56683,114.16711,22.56684
"260",114.1556,22.55971,114.13041,22.58254
"261",114.117,22.59061,114.11945,22.59093
"262",114.1221,22.60965,114.10867,22.61052
"263",114.11003,22.54162,114.11378,22.54235
"264",114.1171,22.5435,114.13543,22.56775
"265",113.91489,22.52717,114.06385,22.53143
"266",113.91458,22.52787,113.91382,22.53198
"267",113.91437,22.5293,113.91513,22.54168
"268",113.9353,22.55975,113.93687,22.62487
"269",114.07363,22.5375,114.06364,22.53882
"270",114.04713,22.53325,114.03872,22.52735
"271",113.92075,22.57105,114.04195,22.5306
"272",114.0578,22.56232,114.0993,22.60397
"273",114.107,22.60118,114.03773,22.59917
"274",114.04342,22.55708,114.03928,22.55472
"275",114.08477,22.54913,114.06652,22.52402
"276",114.11912,22.54397,114.11645,22.53963
"277",114.11848,22.5408,114.11655,22.55055
"278",114.1178,22.54085,114.108,22.53732
"279",114.10565,22.55342,114.07684,22.5471
"280",114.07633,22.54905,114.07813,22.5397
"281",114.07896,22.54912,114.0216,22.55237
"282",114.0752,22.53712,114.08215,22.53442
"283",114.1202,22.54172,114.0328,22.52622
"284",114.09129,22.547,114.06429,22.54752
"285",114.06997,22.5479,114.10674,22.54157
"286",114.08877,22.55855,114.03638,22.56623
"287",114.0878,22.56287,114.0878,22.56287
"288",114.07982,22.54043,114.06731,22.53862
"289",114.10757,22.56703,114.10793,22.57207
"290",114.06255,22.52602,114.06641,22.524
"291",114.06577,22.52507,114.06295,22.53565
"292",114.06292,22.53383,114.09138,22.53897
"293",114.05967,22.52585,114.06306,22.51927
"294",114.05815,22.53305,114.04677,22.53527
"295",113.97894,22.53587,113.9618,22.53755
"296",113.98168,22.53613,114.04135,22.54175
"297",113.98186,22.53613,113.98392,22.5454
"298",113.98098,22.53613,113.99897,22.53513
"299",113.94582,22.55878,113.93385,22.5455
"300",113.91956,22.53518,113.91354,22.53555
"301",114.1322,22.56742,114.11395,22.53735
"302",114.05973,22.52595,114.06707,22.52837
"303",114.05835,22.52557,114.06582,22.52435
"304",114.05862,22.52578,114.05981,22.5294
"305",114.09462,22.5626,114.1168,22.60705
"306",114.09097,22.54945,114.07684,22.54308
"307",114.06599,22.52408,114.0994,22.55778
"308",114.1084,22.55518,114.0589,22.52047
"309",114.09888,22.5382,114.06612,22.52527
"310",114.03143,22.61585,114.05215,22.58785
"311",114.0679,22.53062,114.10695,22.53692
"312",114.1367,22.5503,114.12223,22.5768
"313",114.08157,22.55895,114.05779,22.54898
"314",114.11121,22.53553,114.08916,22.54783
"315",114.11514,22.5629,114.13033,22.60347
"316",114.12502,22.57668,114.112,22.60737
"317",113.91015,22.52568,113.92305,22.51777
"318",113.91051,22.53048,113.91936,22.5604
"319",113.90894,22.55177,113.8905,22.55908
"320",113.91085,22.53953,113.90307,22.55458
"321",113.90842,22.52198,113.90853,22.51415
"322",113.90982,22.5258,113.90843,22.53732
"323",114.0282,22.6624,114.09063,22.55833
"324",113.93356,22.54572,114.02283,22.52433
"325",114.03935,22.52243,114.05528,22.5174
"326",114.06433,22.53243,113.9632,22.53425
"327",113.94894,22.54512,114.07259,22.56988
"328",114.10375,22.5577,114.11266,22.54955
"329",114.07613,22.55053,114.03653,22.6221
"330",114.02795,22.52278,114.0244,22.52873
"331",113.89433,22.56478,113.94286,22.52427
"332",114.1222,22.57157,114.1258,22.54977
"333",114.1047,22.54908,114.12273,22.5495
"334",114.12196,22.55195,114.15842,22.56105
"335",114.16431,22.56492,114.17827,22.55613
"336",114.11663,22.54,114.10245,22.5412
"337",114.11363,22.5421,114.11497,22.59152
"338",114.11348,22.53845,114.07928,22.5359
"339",114.11375,22.53922,114.08377,22.53755
"340",113.96867,22.58528,113.94618,22.57525
"341",114.1161,22.54623,114.12289,22.55202
"342",114.11528,22.54268,114.11992,22.5463
"343",114.08195,22.54327,114.07607,22.54013
"344",114.13605,22.55393,114.13605,22.55393
"345",114.13586,22.54852,114.12427,22.57225
"346",114.11559,22.55463,114.13645,22.58587
"347",114.12023,22.57095,114.09523,22.53993
"348",114.09102,22.54178,114.10782,22.54122
"349",114.1169,22.5463,114.12772,22.57117
"350",114.02776,22.53303,114.02734,22.53625
"351",114.02638,22.53287,114.0279,22.53852
"352",114.13793,22.55135,114.13928,22.56425
"353",114.06312,22.5262,114.04263,22.51917
"354",114.06551,22.53145,114.12393,22.54498
"355",114.02393,22.53932,114.00798,22.55173
"356",114.06712,22.5193,114.0674,22.5192
"357",114.1063,22.53888,114.10783,22.5415
"358",114.10498,22.54063,114.11373,22.53787
"359",114.1049,22.54112,114.11012,22.55877
"360",114.13596,22.55252,114.13596,22.55367
