"","taxi_no","avg_fare_per_trip","total_fare"
"3116","B99F48",2.688,26.88
"3117","B10G07",2.88,8.64
"3118","B17K39",2.67,21.36
"3119","B05F03",2.67,21.36
"3120","B67E59",2.73230769230769,35.52
"3121","B34X09",12.58,50.32
"3122","B52E47",2.72,24.48
"3123","B19G20",2.472,24.72
"3124","B78W95",2.66181818181818,29.28
"3125","B18K52",2.58,20.64
"3126","BWG903",2.64,39.6
"3127","BBS046",2.76,16.56
"3128","BFH510",12.64,75.84
"3129","B78X81",2.76,27.6
"3130","BGC202",2.48,22.32
"3131","B56L68",2.70857142857143,18.96
"3132","B28K43",3.12,3.12
"3133","B52L22",2.52,15.12
"3134","B45U91",2.60571428571429,18.24
"3135","B87W71",2.67692307692308,34.8
"3136","BFZ531",2.688,13.44
"3137","BQG559",2.76,22.08
"3138","BGX679",2.59636363636364,28.56
"3139","B803E2",2.96,26.64
"3140","BGA015",2.72,24.48
"3141","BGD317",2.56,23.04
"3142","BKQ975",2.616,26.16
"3143","B77E10",2.904,29.04
"3144","B83F22",2.48,22.32
"3145","B43F63",2.67692307692308,34.8
"3146","B71A77",2.65714285714286,37.2
"3147","BKZ547",2.67,21.36
"3148","BGS279",2.60571428571429,18.24
"3149","BUC538",2.7,32.4
"3150","B18F55",2.76,5.52
"3151","B79A92",2.64,23.76
"3152","B40V41",2.59636363636364,28.56
"3153","B64V02",12.7085714285714,177.92
"3154","B29U95",2.60571428571429,18.24
"3155","BYV810",2.755,27.55
"3156","B65X42",2.73230769230769,35.52
"3157","BFH598",12.64,151.68
"3158","B20R71",12.58,100.64
"3159","B32X45",12.6057142857143,88.24
"3160","B099E9",2.91428571428571,20.4
"3161","B87W53",2.688,40.32
"3162","B32A92",12.6057142857143,88.24
"3163","BGA061",2.76,22.08
"3164","B45U20",2.688,13.44
"3165","BGA302",2.8,25.2
"3166","B54X98",2.7,32.4
"3167","B05G23",2.70857142857143,18.96
"3168","B55X08",2.60571428571429,18.24
"3169","B21P73",12.6215384615385,164.08
"3170","B04F35",2.76,33.12
"3171","B34G61",2.60571428571429,18.24
"3172","BFE141",2.88,25.92
"3173","B17K83",3.12,3.12
"3174","B53A71",12.52,75.12
"3175","B41V51",2.49,19.92
"3176","B47K72",2.88,17.28
"3177","B35G87",2.64,23.76
"3178","B43F18",2.8,25.2
"3179","B0L003",2.64,23.76
"3180","B21F27",2.66181818181818,29.28
"3181","B60W47",2.52,15.12
"3182","B05R58",2.76,22.08
"3183","BQH946",2.688,13.44
"3184","B44G98",2.76,11.04
"3185","BGG557",2.60571428571429,18.24
"3186","BBQ115",13.12,13.12
"3187","B33A92",12.544,62.72
"3188","B32A18",12.7085714285714,88.96
"3189","B78X76",2.76,16.56
"3190","B086E8",2.82,33.84
"3191","B43V70",2.72727272727273,30
"3192","BGS886",2.59636363636364,28.56
"3193","B31A81",12.832,64.16
"3194","B89F57",2.88,8.64
"3195","BGC391",2.832,14.16
"3196","BKT369",2.50285714285714,17.52
"3197","BBQ092",12.88,38.64
"3198","B55L05",2.76,27.6
"3199","B02T45",2.72,24.48
"3200","B70P00",12.6571428571429,177.2
"3201","B04F40",2.64,23.76
"3202","B20R17",12.688,63.44
"3203","B578E5",2.76,5.52
"3204","B56X72",2.616,26.16
"3205","B47U60",2.544,12.72
"3206","BBS435",12.52,75.12
"3207","BFJ956",13.12,39.36
"3208","B541A8",2.73230769230769,35.52
"3209","BGN291",12.76,153.12
"3210","B13K43",2.88,17.28
"3211","B76F49",2.76,27.6
"3212","B73V07",12.8235294117647,218
"3213","B90P12",2.58,20.64
"3214","BYV498",2.72272727272727,29.95
"3215","BTU493",2.58,10.32
"3216","B06F70",2.544,25.44
"3217","B05R66",2.76,22.08
"3218","B36G68",2.688,26.88
"3219","B48W25",2.76,22.08
"3220","BGC803",2.79272727272727,30.72
"3221","B48W41",2.76,16.56
"3222","B32A38",12.895,206.32
"3223","B783A1",12.7085714285714,88.96
"3224","BXW753",12.88,115.92
"3225","BWG469",2.8,25.2
"3226","B447C2",12.688,126.88
"3227","B81B77",2.80571428571429,19.64
"3228","BGS418",2.85,22.8
"3229","B77E20",2.50285714285714,17.52
"3230","B11S09",12.82,153.84
"3231","BFE238",2.88,17.28
"3232","BFJ081",12.832,128.32
"3233","B31A95",12.7323076923077,165.52
"3234","BGS429",2.72727272727273,30
"3235","B27K56",2.64,15.84
"3236","B04P77",2.85473684210526,54.24
"3237","B25V80",12.76,51.04
"3238","B52D92",12.6057142857143,176.48
"3239","B52X96",2.976,14.88
"3240","BXV351",2.78769230769231,36.24
"3241","B05F62",2.66181818181818,29.28
"3242","B83F19",2.72,24.48
"3243","B23R91",12.58,100.64
"3244","B55X52",2.94,11.76
"3245","BYV739",2.826,14.13
"3246","B65W40",12.832,64.16
"3247","B08F96",2.79272727272727,30.72
"3248","B06F33",2.8,25.2
"3249","B46D21",12.76,127.6
"3250","B87W67",2.64,31.68
"3251","B67V27",2.58,20.64
"3252","B23P12",12.58,100.64
"3253","B31A35",12.688,126.88
"3254","B62U97",2.76,16.56
"3255","B40F41",2.72,24.48
"3256","B61G60",2.48,22.32
"3257","BFJ019",13.12,65.6
"3258","B10G56",2.48,22.32
"3259","B28X45",2.78769230769231,36.24
"3260","B70P02",12.544,62.72
"3261","BBS513",12.7272727272727,140
"3262","B12K09",2.76,33.12
"3263","B50D28",12.56,113.04
"3264","B54E62",2.85,22.8
"3265","BG228C",12.6618181818182,139.28
"3266","B27F40",2.70857142857143,18.96
"3267","B74E51",2.72,24.48
"3268","BFJ042",12.688,126.88
"3269","B14F98",2.85,22.8
"3270","BWG086",2.64,15.84
"3271","B11G01",2.688,26.88
"3272","B70P03",12.7085714285714,88.96
"3273","B447C3",2.81142857142857,19.68
"3274","BFE246",2.7,32.4
"3275","BGC739",2.60571428571429,18.24
"3276","B73W32",12.688,63.44
"3277","B72F15",2.76,22.08
"3278","B64V31",12.76,102.08
"3279","BKQ346",2.70857142857143,18.96
"3280","BLS289",3.12,18.72
"3281","B06F60",2.544,12.72
"3282","BFJ003",12.64,113.76
"3283","B32A32",12.688,63.44
"3284","BFH427",12.49,99.92
"3285","B40P06",12.688,126.88
"3286","BBZ011",2.688,13.44
"3287","BHJ896",2.64,23.76
"3288","B40W90",2.66181818181818,29.28
"3289","B52W81",2.832,28.32
"3290","B49W60",2.88,25.92
"3291","B116C2",2.60571428571429,18.24
"3292","B75A97",3.12,6.24
"3293","BQH026",2.64,7.92
"3294","B67E85",2.72,24.48
"3295","BFZ487",2.81142857142857,19.68
"3296","B56L62",3.01714285714286,21.12
"3297","BKZ609",2.66181818181818,29.28
"3298","BBY419",3.12,24.96
"3299","BBY560",2.832,42.48
"3300","B53K67",2.88,8.64
"3301","BGA320",2.67,21.36
"3302","BGD443",2.88,17.28
"3303","B33A06",12.52,75.12
"3304","B59E03",12.688,126.88
"3305","BFH809",12.67,101.36
"3306","B70A30",2.85,22.8
"3307","B11K69",2.56615384615385,33.36
"3308","B02T08",2.88,34.56
"3309","B37K45",2.76,22.08
"3310","BGA197",2.688,13.44
"3311","B84W93",2.72,24.48
"3312","B89W02",2.79272727272727,30.72
"3313","B04U37",2.8,25.2
"3314","BLS243",2.616,26.16
"3315","B19N21",2.688,26.88
"3316","BGH020",2.76,33.12
"3317","B64W37",12.544,62.72
"3318","BGC262",2.70857142857143,18.96
"3319","B71A02",2.76,11.04
"3320","B61S35",2.67,21.36
"3321","BFE270",2.64,15.84
"3322","BGU881",2.52,15.12
"3323","BGS587",2.76,22.08
"3324","BQH978",2.76,22.08
"3325","B540E5",2.82,33.84
"3326","B638A0",2.88,25.92
"3327","B85W61",2.81142857142857,19.68
"3328","B19G90",2.8,25.2
"3329","BFE222",3.12,3.12
"3330","B44W43",2.58,30.96
"3331","B096E3",2.76,22.08
"3332","B64X41",2.8,25.2
"3333","B08R91",2.60571428571429,18.24
"3334","B88W85",2.72,24.48
"3335","B58W46",2.86285714285714,40.08
"3336","B37K32",2.52,15.12
"3337","BGG647",2.76,22.08
"3338","B07F57",2.616,26.16
"3339","BHE228",2.60571428571429,18.24
"3340","B06R40",2.64,15.84
"3341","BTV786",2.66181818181818,29.28
"3342","B92G77",2.49,19.92
"3343","BXV375",2.91428571428571,20.4
"3344","B13K20",2.688,26.88
"3345","B801E7",2.60571428571429,18.24
"3346","B19G80",2.76,27.6
"3347","B32A39",12.688,126.88
"3348","B03M45",2.73230769230769,35.52
"3349","B88W19",2.72,24.48
"3350","B145E5",2.544,12.72
"3351","B76F69",2.56,23.04
"3352","B94G43",2.72,24.48
"3353","B83E85",2.76,5.52
"3354","B28F51",2.85,22.8
"3355","BBT220",2.86588235294118,48.72
"3356","B57D39",12.5963636363636,138.56
"3357","B51L52",2.76,5.52
"3358","BKQ935",2.50285714285714,17.52
"3359","B72E95",2.50285714285714,17.52
"3360","BFH833",12.832,64.16
"3361","B04R52",2.46,29.52
"3362","B464C1",12.7085714285714,88.96
"3363","BGD780",2.62153846153846,34.08
"3364","B99P70",2.65714285714286,37.2
"3365","B59E98",12.5963636363636,138.56
"3366","B18K33",2.60571428571429,18.24
"3367","B064C7",13,78
"3368","B51E98",12.82,153.84
"3369","BBQ060",13.12,13.12
"3370","B43V92",2.76,11.04
"3371","BG228R",12.64,75.84
"3372","BHA355",2.544,12.72
"3373","BYV248",2.755,22.04
"3374","B04G17",2.85,22.8
"3375","B88W98",2.832,14.16
"3376","B02F37",2.88,25.92
"3377","B52D68",12.58,50.32
"3378","B79W79",2.82,33.84
"3379","B67E11",2.60571428571429,18.24
"3380","B42U27",2.89263157894737,54.96
"3381","B88W95",2.715,43.44
"3382","B06E71",2.67,21.36
"3383","B77E33",2.64,15.84
"3384","B53A37",12.7323076923077,165.52
"3385","B59E57",12.56,113.04
"3386","B76W87",2.688,26.88
"3387","BGT707",2.544,25.44
"3388","BGS820",2.544,12.72
"3389","BWF536",2.76,11.04
"3390","B590D7",2.60571428571429,18.24
"3391","B571D2",2.70857142857143,18.96
"3392","BGB989",2.81142857142857,19.68
"3393","B55X41",2.76,5.52
"3394","B50D99",12.6769230769231,164.8
"3395","B33P57",12.58,100.64
"3396","BBS376",2.76,22.08
"3397","B53F98",2.88,34.56
"3398","BFH679",12.67,101.36
"3399","B30M10",2.76,33.12
"3400","BKQ053",2.64,7.92
"3401","BBQ823",2.88,8.64
"3402","B72E81",2.832,42.48
"3403","B13G09",2.76,5.52
"3404","B21P55",12.616,126.16
"3405","B99R15",2.88,8.64
"3406","B775E9",2.64,15.84
"3407","B30M03",2.79272727272727,30.72
"3408","B48W06",2.736,41.04
"3409","B70F27",2.96,26.64
"3410","B79W06",2.62153846153846,34.08
"3411","B53D45",12.544,62.72
"3412","B43V31",2.904,29.04
"3413","B73W97",12.76,102.08
"3414","B36S33",2.76,22.08
"3415","B73W29",2.904,29.04
"3416","B40W57",2.81142857142857,39.36
"3417","B73W50",2.72,24.48
"3418","B89W78",3.12,15.6
"3419","B46W67",2.94,11.76
"3420","B43F79",2.64,23.76
"3421","BGA166",2.52,15.12
"3422","B64V47",12.7,152.4
"3423","BGN721",12.7927272727273,140.72
"3424","BKZ630",2.76,27.6
"3425","BBQ862",2.88,25.92
"3426","B21P69",12.58,100.64
"3427","BBY778",2.58,20.64
"3428","B77W21",2.688,26.88
"3429","BLS732",2.66181818181818,29.28
"3430","BGG626",2.64,23.76
"3431","B501E6",2.76,22.08
"3432","B18K66",2.67,21.36
"3433","B787C3",2.72727272727273,30
"3434","B13S18",12.904,129.04
"3435","B64V42",12.472,124.72
"3436","BGS422",2.76,16.56
"3437","BHE319",2.52,15.12
"3438","B99F85",2.85,22.8
"3439","B70F32",2.59636363636364,28.56
"3440","BFZ812",2.52,15.12
"3441","BGA303",2.72,24.48
"3442","B84F11",2.82352941176471,48
"3443","B0M003",2.72727272727273,30
"3444","B38G78",2.67692307692308,34.8
"3445","B24U53",2.91428571428571,20.4
"3446","B09G28",2.94,23.52
"3447","B895D0",2.81142857142857,19.68
"3448","B414C2",2.92363636363636,32.16
"3449","B00G59",2.94,35.28
"3450","B549C0",2.72,24.48
"3451","B421C2",2.976,14.88
"3452","B570C6",2.88,8.64
"3453","B895D8",2.79272727272727,30.72
"3454","B898D6",2.688,13.44
"3455","BTV839",2.72,24.48
"3456","B53X49",2.60571428571429,18.24
"3457","B06G63",2.70857142857143,18.96
"3458","B07R06",12.6769230769231,164.8
"3459","B63F46",2.60571428571429,18.24
"3460","B85R80",2.70857142857143,18.96
"3461","B70W63",12.64,75.84
"3462","B117F9",2.67,21.36
"3463","B55L45",2.56,23.04
"3464","BY2168",2.60571428571429,18.24
"3465","BFH620",12.76,127.6
"3466","B54X11",2.58,10.32
"3467","B29W23",2.50285714285714,17.52
"3468","BFZ836",2.64,15.84
"3469","B53L40",2.76,27.6
"3470","BFJ959",12.7927272727273,140.72
"3471","B53L09",2.52,15.12
"3472","B34X90",12.64,75.84
"3473","B33C88",2.66181818181818,29.28
"3474","B34X65",12.616,126.16
"3475","BGN286",12.49,99.92
"3476","B84W37",2.70857142857143,18.96
"3477","BFJ951",12.64,37.92
"3478","B12W30",2.49,19.92
"3479","B10G21",2.91428571428571,20.4
"3480","B68G33",2.64,23.76
"3481","B50E12",12.688,63.44
"3482","B99F93",3,18
"3483","BQH033",2.58,10.32
"3484","B14F00",2.832,28.32
"3485","BGR556",2.49,19.92
"3486","BGA181",3.12,3.12
"3487","B62U79",2.81142857142857,19.68
"3488","B03F40",2.76,38.64
"3489","BBS327",2.58,10.32
"3490","B77E68",2.85,22.8
"3491","B15U71",2.81142857142857,39.36
"3492","BGC421",2.81142857142857,19.68
"3493","B32A08",12.76,25.52
"3494","B25A17",12.64,113.76
"3495","B06P93",2.50285714285714,17.52
"3496","B56X08",3.12,12.48
"3497","B11S29",12.76,25.52
"3498","B48X31",2.79272727272727,30.72
"3499","B05P31",2.976,29.76
"3500","BBQ970",2.688,13.44
"3501","BQG598",2.544,12.72
"3502","B779C6",2.64,15.84
"3503","B03T82",2.58,20.64
"3504","B71E35",2.52,15.12
"3505","BGS591",2.64,15.84
"3506","B854D3",12.67,101.36
"3507","B089E7",2.64,7.92
"3508","BGG558",2.76,16.56
"3509","B06N00",3.12,9.36
"3510","BGG609",2.58,10.32
"3511","B06F36",2.70857142857143,18.96
"3512","B88W03",2.73230769230769,35.52
"3513","B60E47",2.544,25.44
"3514","B63E51",2.76,33.12
"3515","B06G75",2.56,23.04
"3516","BBS543",12.544,62.72
"3517","B45X69",2.52,15.12
"3518","BTV692",2.7,32.4
"3519","B47U51",2.544,12.72
"3520","B63V70",2.66181818181818,29.28
"3521","B32K53",2.48,22.32
"3522","B67V32",2.58,10.32
"3523","B80X21",2.688,26.88
"3524","B04R26",2.8,25.2
"3525","B57D36",12.76,25.52
"3526","B49X20",2.67,21.36
"3527","B05P58",2.60571428571429,18.24
"3528","B74W57",12.7876923076923,166.24
"3529","B11G43",2.58,20.64
"3530","B76F27",2.88,34.56
"3531","BGA300",2.67,21.36
"3532","B34X97",12.67,101.36
"3533","B78X33",2.60571428571429,36.48
"3534","B40F67",2.76,27.6
"3535","BGX592",3.12,6.24
"3536","BJD641",2.53090909090909,27.84
"3537","B36G82",2.88,34.56
"3538","B71A73",2.688,26.88
"3539","B191F6",2.58,20.64
"3540","B46W58",2.66181818181818,29.28
"3541","B75F89",2.85818181818182,31.44
"3542","B27P36",12.49,99.92
"3543","B86W52",2.64,23.76
"3544","B497C5",12.688,63.44
"3545","B14F66",2.67,21.36
"3546","B64V12",12.67,101.36
"3547","B73F41",2.64,7.92
"3548","BKZ473",2.58,10.32
"3549","BKX547",2.544,12.72
"3550","B64W41",2.688,26.88
"3551","BFZ899",2.688,13.44
"3552","B832E9",2.96,26.64
"3553","BGG550",2.56,23.04
"3554","B704B1",12.52,75.12
"3555","BGG646",2.91428571428571,20.4
"3556","BLS441",2.544,12.72
"3557","B99F32",2.72,24.48
"3558","BBS137",2.8,25.2
"3559","B63Z66",2.64,15.84
"3560","BBQ772",2.76,5.52
"3561","B19R22",2.76,27.6
"3562","B74E20",2.50285714285714,17.52
"3563","B01T30",2.688,13.44
"3564","B44L53",2.91428571428571,20.4
"3565","BKT145",2.52,15.12
"3566","BGN140",12.544,62.72
"3567","BTU487",2.70857142857143,18.96
"3568","B41V90",3.12,6.24
"3569","BGC725",2.50285714285714,17.52
"3570","B62S31",2.78769230769231,36.24
"3571","BTV809",2.832,28.32
"3572","B19G15",2.82,33.84
"3573","B78E51",2.60571428571429,18.24
"3574","B46A40",12.49,99.92
"3575","B47W27",2.70857142857143,18.96
"3576","B59E52",12.832,64.16
"3577","B07T82",2.544,25.44
"3578","BQG605",2.616,26.16
"3579","B57W29",2.616,26.16
"3580","B34U90",2.64,15.84
"3581","B73V76",2.904,29.04
"3582","B809E6",2.76,16.56
"3583","B84E46",2.64,23.76
"3584","BXV367",2.78769230769231,36.24
"3585","B10G19",2.67,21.36
"3586","B50D78",12.76,76.56
"3587","BGG508",2.64,15.84
"3588","B51A35",12.6769230769231,164.8
"3589","B604A7",2.88,8.64
"3590","B74E47",2.64,7.92
"3591","BTV890",2.544,12.72
"3592","B781A5",12.72,114.48
"3593","B74F39",2.64,23.76
"3594","B59E27",12.76,153.12
"3595","BYV225",2.50142857142857,17.51
"3596","B702E7",2.58,10.32
"3597","B24Z57",2.60571428571429,18.24
"3598","BBT236",2.8,25.2
"3599","B22F83",2.76,22.08
"3600","B19G49",2.78117647058824,47.28
"3601","BFZ652",2.64,15.84
"3602","B44F96",2.59636363636364,28.56
"3603","B11N19",2.76,16.56
"3604","BBQ431",3.12,18.72
"3605","B544C2",2.94,11.76
"3606","B704B0",2.544,12.72
"3607","B59Z62",2.79272727272727,30.72
"3608","B566C7",2.94,23.52
"3609","B51Z48",3.12,3.12
"3610","B11K01",2.66181818181818,29.28
"3611","B24K95",2.76,22.08
"3612","B32K72",2.76,27.6
"3613","BBS087",2.67,21.36
"3614","B41X89",2.70857142857143,18.96
"3615","BGC430",2.58,10.32
"3616","B70P05",12.94,207.04
"3617","B17F79",2.544,12.72
"3618","B83F89",2.91428571428571,20.4
"3619","B51K89",2.52,15.12
"3620","BGS829",2.72,24.48
"3621","B90F71",2.64,7.92
"3622","B09G89",2.832,14.16
"3623","B09G31",2.81142857142857,19.68
"3624","B09G70",3,18
"3625","B86F41",2.544,12.72
"3626","B36U52",2.8,25.2
"3627","B90F05",3.12,31.2
"3628","B00G63",2.72727272727273,30
"3629","B36U29",2.8,25.2
"3630","B00G99",2.64,15.84
"3631","B09G12",2.76,11.04
"3632","B09G30",2.76,11.04
"3633","B00G67",2.76,5.52
"3634","B09G06",2.67,21.36
"3635","B900D0",3.12,34.32
"3636","B41V41",2.70857142857143,18.96
"3637","B33A82",12.64,37.92
"3638","B74W79",3.12,34.32
"3639","B25V51",12.85,102.8
"3640","B933D2",12.85,102.8
"3641","BLS248",2.73230769230769,35.52
"3642","B99F67",2.79272727272727,30.72
"3643","BHJ473",3.12,6.24
"3644","B25K98",2.66181818181818,29.28
"3645","BQG610",2.60571428571429,18.24
"3646","B99P07",2.688,40.32
"3647","B70P10",12.6618181818182,139.28
"3648","B72E99",2.88,17.28
"3649","BQG572",2.67,21.36
"3650","BWG926",2.76,33.12
"3651","B02R92",12.544,125.44
"3652","B34G53",2.64,15.84
"3653","B75E33",2.88,25.92
"3654","B53A55",12.76,76.56
"3655","BFJ928",12.688,63.44
"3656","B17W78",2.67692307692308,34.8
"3657","BHE240",2.81142857142857,19.68
"3658","BGG658",2.82,33.84
"3659","BJC872",3.01714285714286,21.12
"3660","B34G87",2.67,21.36
"3661","BLS852",2.832,42.48
"3662","B51L33",2.70857142857143,18.96
"3663","B45E40",12.544,62.72
"3664","B81E28",2.59636363636364,28.56
"3665","B51K91",2.85,22.8
"3666","B00G18",2.688,13.44
"3667","B99F56",2.81142857142857,19.68
"3668","B94E41",2.67,21.36
"3669","B09G15",2.88,17.28
"3670","B90F52",2.94,11.76
"3671","B74T13",2.8,25.2
"3672","B32U70",3,18
"3673","B524C9",2.76,16.56
"3674","B28U91",2.92363636363636,32.16
"3675","B33W97",2.52,15.12
"3676","BBS533",12.832,64.16
"3677","BGA028",2.58,30.96
"3678","B805E5",3,36
"3679","B29S63",2.544,12.72
"3680","B10G45",2.832,14.16
"3681","B03T50",2.76,11.04
"3682","BQH049",2.85,22.8
"3683","B098E6",2.67,21.36
"3684","B37K62",2.67,21.36
"3685","B11K76",2.66181818181818,29.28
"3686","B51F85",2.65714285714286,37.2
"3687","BLS817",2.79272727272727,30.72
"3688","B31W58",2.76,11.04
"3689","B51A62",12.72,114.48
"3690","BWG220",2.52,15.12
"3691","B15S40",2.76,5.52
"3692","B12U10",2.76,33.12
"3693","BFE190",2.52,15.12
"3694","B19G58",2.88,25.92
"3695","BTV630",2.58,10.32
"3696","B14F71",2.96,26.64
"3697","B76W23",2.688,26.88
"3698","B58U83",2.46,29.52
"3699","B19G37",2.67692307692308,34.8
"3700","B44E57",2.76,5.52
"3701","B78E52",2.76,22.08
"3702","B06P56",2.60571428571429,18.24
"3703","BBY636",2.64,23.76
"3704","B18F83",2.64,23.76
"3705","B40P09",12.94,51.76
"3706","BWG901",2.58,20.64
"3707","B793E1",2.832,14.16
"3708","B43F00",2.58,20.64
"3709","BGH093",2.52,15.12
"3710","B11U31",2.52,30.24
"3711","B26M99",2.76,16.56
"3712","BGX577",2.85818181818182,31.44
"3713","B63E98",2.58,30.96
"3714","BLS205",2.688,26.88
"3715","B53A26",12.76,76.56
"3716","BLS203",2.50285714285714,17.52
"3717","B641E5",2.84307692307692,36.96
"3718","B67E20",2.58,20.64
"3719","B62A41",2.76,16.56
"3720","B13K75",2.72,24.48
"3721","B18F68",2.64,23.76
"3722","B13K56",2.544,12.72
"3723","B47A03",12.64,113.76
"3724","B59W82",2.688,13.44
"3725","B10R65",2.67692307692308,34.8
"3726","B84W07",2.67,21.36
"3727","BQH975",2.66181818181818,29.28
"3728","BX5222",2.52,15.12
"3729","B74F12",2.76,22.08
"3730","B04P15",2.688,26.88
"3731","BGB340",2.72,24.48
"3732","BKP615",2.544,12.72
"3733","BGR403",3.12,3.12
"3734","B42X73",2.70857142857143,18.96
"3735","BFH819",12.49,99.92
"3736","B14K35",2.8,25.2
"3737","BKZ743",2.67,21.36
"3738","B49W02",2.76,16.56
"3739","B32A99",12.8,115.2
"3740","B25A07",12.88,115.92
"3741","B714C7",2.60571428571429,18.24
"3742","B57L12",2.60571428571429,18.24
"3743","BWF597",2.64,15.84
"3744","B58F42",2.66181818181818,29.28
"3745","B068E3",2.688,26.88
"3746","B40P45",12.56,113.04
"3747","BBQ027",12.6057142857143,88.24
"3748","BBQ720",3.12,3.12
"3749","BQG575",2.72,24.48
"3750","B02T57",2.94,11.76
"3751","B53D49",12.67,101.36
"3752","BQG562",2.688,13.44
"3753","B86R75",2.70857142857143,18.96
"3754","B10G11",2.64,15.84
"3755","BFE189",2.64,7.92
"3756","B05P61",2.81142857142857,19.68
"3757","B54E12",2.49,19.92
"3758","BJE853",2.66181818181818,29.28
"3759","B197F1",2.76,33.12
"3760","BWF289",2.70857142857143,18.96
"3761","BBQ152",13.12,52.48
"3762","B58W50",2.85,22.8
"3763","BTV242",2.64,7.92
"3764","BGN371",12.64,75.84
"3765","B99F43",2.81142857142857,19.68
"3766","B36U32",2.94,11.76
"3767","B90F20",2.91428571428571,20.4
"3768","B183F7",2.82352941176471,48
"3769","BGT861",2.70857142857143,18.96
"3770","B33W51",2.76,16.56
"3771","B79W61",2.76,11.04
"3772","B33W17",2.64,15.84
"3773","B19G27",2.616,26.16
"3774","B18F47",2.60571428571429,18.24
"3775","B49V51",2.76,27.6
"3776","B093E2",3.01714285714286,21.12
"3777","BTV273",2.60571428571429,18.24
"3778","B57D26",12.76,127.6
"3779","B04S31",12.64,151.68
"3780","BBT361",2.76,22.08
"3781","B80B88",2.51833333333333,30.22
"3782","B37W27",2.64,31.68
"3783","B45A57",12.7272727272727,140
"3784","B858D5",12.832,128.32
"3785","BFH649",12.76,25.52
"3786","B38X71",2.58,30.96
"3787","BNE480",2.76,27.6
"3788","B41W37",2.904,29.04
"3789","B35S82",2.832,28.32
"3790","B43W51",2.64,7.92
"3791","B35S08",2.84307692307692,36.96
"3792","B45W70",2.544,12.72
"3793","B89W28",2.64,15.84
"3794","BXY385",12.76,127.6
"3795","B41F42",2.64,31.68
"3796","BLS819",2.67692307692308,34.8
"3797","B67S79",2.70857142857143,18.96
"3798","B90F17",2.76,16.56
"3799","B43F90",2.64,23.76
"3800","B84Q40",2.85,22.8
"3801","B18F98",2.52,30.24
"3802","B50D52",12.64,113.76
"3803","B05R43",2.88,25.92
"3804","B833E2",2.72,24.48
"3805","BGH058",2.72727272727273,30
"3806","B55X63",2.49,19.92
"3807","B19G28",2.66181818181818,29.28
"3808","B09G55",2.976,29.76
"3809","B99F92",2.94,35.28
"3810","B16F47",2.88,25.92
"3811","B09G40",2.64,15.84
"3812","B00G90",2.76,5.52
"3813","B33U42",2.64,7.92
"3814","B36U01",2.8,25.2
"3815","B28U10",2.91428571428571,20.4
"3816","B28U80",2.81142857142857,19.68
"3817","B873D5",3,18
"3818","B36U40",2.94,11.76
"3819","B807D2",2.85,22.8
"3820","B76T99",2.976,29.76
"3821","B819D3",2.76,11.04
"3822","B922D9",2.976,14.88
"3823","B13G77",2.85,22.8
"3824","B86W47",2.56,23.04
"3825","B11K48",2.56,23.04
"3826","B46E65",12.544,62.72
"3827","BBT341",2.50285714285714,17.52
"3828","BBQ078",12.64,37.92
"3829","B75B72",2.70428571428571,18.93
"3830","BBQ095",12.52,75.12
"3831","B522E2",2.8,25.2
"3832","BLS742",2.76,16.56
"3833","B77E73",2.59636363636364,28.56
"3834","BFZ861",2.76,5.52
"3835","B57W33",2.58,10.32
"3836","B89F28",2.616,26.16
"3837","B37K11",2.67,21.36
"3838","B10G38",2.67,21.36
"3839","B52D51",12.72,114.48
"3840","B800E3",2.94,11.76
"3841","BGN241",12.8114285714286,89.68
"3842","B807E7",2.60571428571429,36.48
"3843","B36X45",2.76,11.04
"3844","B19G42",2.82,33.84
"3845","BBS258",2.49,19.92
"3846","B59E18",12.544,62.72
"3847","BTV597",2.58,20.64
"3848","BTV211",2.76,11.04
"3849","B51K08",2.70857142857143,37.92
"3850","B25C47",2.688,26.88
"3851","B35X18",12.64,75.84
"3852","B80B17",2.66625,21.33
"3853","BLS893",2.67,21.36
"3854","BFH400",12.58,150.96
"3855","BTV267",2.81142857142857,19.68
"3856","B40W08",2.76,5.52
"3857","B56W11",2.64,23.76
"3858","BGD853",2.67,21.36
"3859","BGB390",2.64,15.84
"3860","BGN736",12.67,101.36
"3861","BGA055",2.50285714285714,35.04
"3862","BGR450",2.832,28.32
"3863","B80F99",2.59636363636364,28.56
"3864","B160F5",2.76,38.64
"3865","B50E60",12.6057142857143,88.24
"3866","B19G36",2.73230769230769,35.52
"3867","B20P45",12.64,37.92
"3868","B99F77",2.688,13.44
"3869","BHC487",12.544,125.44
"3870","B44X80",2.832,14.16
"3871","B38G43",3.12,21.84
"3872","B50E55",12.52,75.12
"3873","BGT865",2.832,14.16
"3874","B837D8",2.8,25.2
"3875","BJE038",3.12,15.6
"3876","BGS030",2.76,16.56
"3877","B72E47",2.832,14.16
"3878","BHE359",2.50285714285714,17.52
"3879","BGN735",12.544,62.72
"3880","B37K49",2.94,11.76
"3881","B514E9",2.8,25.2
"3882","BGA187",3.12,3.12
"3883","B74F09",2.688,13.44
"3884","B77E47",2.56,23.04
"3885","B17K51",2.544,25.44
"3886","B75W37",2.616,26.16
"3887","B655D1",2.64,15.84
"3888","B79A35",2.64,23.76
"3889","B06F48",2.58,20.64
"3890","B45X96",2.64,23.76
