"","taxi_no","date","time","lon","lat"
"9688","B03T15","2009-09-11","00:23:30",114.1444,22.55537
"9689","B03T15","2009-09-11","00:24:08",114.15125,22.55625
"9690","B03T15","2009-09-11","00:24:30",114.15472,22.5587
"9691","B03T15","2009-09-11","00:25:08",114.15833,22.56025
"9692","B03T15","2009-09-11","00:25:30",114.15743,22.56242
"9693","B03T15","2009-09-11","00:26:00",114.15918,22.56413
"9694","B03T15","2009-09-11","00:26:08",114.16025,22.56412
"9695","B03T15","2009-09-11","00:27:00",114.16335,22.56407
"9696","B03T15","2009-09-11","00:27:38",114.16666,22.56407
"9697","B03T15","2009-09-11","00:37:02",114.15662,22.56052
"9698","B03T15","2009-09-11","00:37:32",114.15103,22.55655
"9699","B03T15","2009-09-11","00:37:40",114.15068,22.5566
"9700","B03T15","2009-09-11","00:38:02",114.15097,22.55528
"9701","B03T15","2009-09-11","00:38:40",114.15054,22.55107
"9702","B03T15","2009-09-11","00:39:02",114.14925,22.54875
"9703","B03T15","2009-09-11","00:39:40",114.14927,22.54745
"9704","B03T15","2009-09-11","00:40:02",114.14962,22.54573
"9705","B03T15","2009-09-11","00:41:02",114.14345,22.54422
"9706","B03T15","2009-09-11","00:42:10",114.13682,22.54467
"9707","B03T15","2009-09-11","00:42:32",114.13879,22.54598
"9708","B03T15","2009-09-11","00:43:02",114.141,22.54813
"9709","B03T15","2009-09-11","00:43:40",114.14072,22.55005
"9710","B03T15","2009-09-11","00:44:02",114.13782,22.54977
"9711","B03T15","2009-09-11","00:44:32",114.1334,22.549
"9712","B03T15","2009-09-11","00:45:02",114.13247,22.54862
"9713","B03T15","2009-09-11","00:45:40",114.1283,22.54805
"9714","B03T15","2009-09-11","00:50:02",114.10612,22.545
"9715","B03T15","2009-09-11","00:50:32",114.10593,22.54708
"9716","B03T15","2009-09-11","00:51:02",114.10503,22.5492
"9717","B03T15","2009-09-11","00:51:10",114.10498,22.54953
"9718","B03T15","2009-09-11","00:51:32",114.10522,22.55138
"9719","B03T15","2009-09-11","00:52:10",114.10426,22.55308
"9720","B03T15","2009-09-11","00:52:32",114.10426,22.55308
"9721","B03T15","2009-09-11","00:53:02",114.10439,22.5533
"9722","B03T15","2009-09-11","00:53:10",114.10439,22.5533
"9723","B03T15","2009-09-11","00:53:32",114.10439,22.5533
"9724","B03T15","2009-09-11","00:54:10",114.10439,22.5533
"9725","B03T15","2009-09-11","00:54:32",114.1021,22.55255
"9726","B03T15","2009-09-11","02:29:05",114.08411,22.54922
"9727","B03T15","2009-09-11","02:29:43",114.08172,22.54907
"9728","B03T15","2009-09-11","02:30:05",114.08176,22.5491
"9729","B03T15","2009-09-11","02:30:43",114.0815,22.54848
"9730","B03T15","2009-09-11","02:31:05",114.08168,22.54658
"9731","B03T15","2009-09-11","02:31:43",114.0817,22.54328
"9732","B03T15","2009-09-11","02:32:13",114.0817,22.5416
"9733","B03T15","2009-09-11","02:33:05",114.08175,22.53657
"9734","B03T15","2009-09-11","02:36:37",114.08207,22.53532
"9735","B03T15","2009-09-11","02:37:15",114.08185,22.53943
"9736","B03T15","2009-09-11","02:37:37",114.08162,22.53985
"9737","B03T15","2009-09-11","02:38:07",114.07999,22.53888
"9738","B03T15","2009-09-11","02:38:15",114.07925,22.53887
"9739","B03T15","2009-09-11","02:38:37",114.07768,22.53878
"9740","B03T15","2009-09-11","02:39:07",114.07751,22.53818
"9741","B03T15","2009-09-11","02:39:37",114.0772,22.53595
"9742","B03T15","2009-09-11","02:39:37",114.0772,22.53595
"9743","B03T15","2009-09-11","02:40:07",114.07622,22.53617
"9744","B03T43","2009-09-11","00:29:48",114.11947,22.53947
"9745","B03T43","2009-09-11","00:30:18",114.11884,22.54005
"9746","B03T43","2009-09-11","00:30:26",114.1187,22.54
"9747","B03T43","2009-09-11","00:30:48",114.1184,22.53997
"9748","B03T43","2009-09-11","00:31:48",114.11695,22.5399
"9749","B03T43","2009-09-11","00:32:26",114.11625,22.54095
"9750","B03T43","2009-09-11","00:32:48",114.11585,22.54258
"9751","B03T43","2009-09-11","00:32:56",114.11555,22.54273
"9752","B03T43","2009-09-11","00:33:18",114.11546,22.54255
"9753","B03T43","2009-09-11","00:46:21",114.11865,22.53992
"9754","B03T43","2009-09-11","00:46:51",114.11837,22.53995
"9755","B03T43","2009-09-11","00:46:59",114.11829,22.53993
"9756","B03T43","2009-09-11","00:47:21",114.11808,22.53993
"9757","B03T43","2009-09-11","00:47:51",114.11792,22.54002
"9758","B03T43","2009-09-11","00:47:59",114.1178,22.53997
"9759","B03T43","2009-09-11","00:48:21",114.11743,22.53993
"9760","B03T43","2009-09-11","00:48:51",114.1145,22.53948
"9761","B03T43","2009-09-11","00:48:59",114.11388,22.53932
"9762","B03T43","2009-09-11","00:49:21",114.11353,22.53893
"9763","B03T43","2009-09-11","00:49:51",114.11177,22.53903
"9764","B03T43","2009-09-11","00:49:59",114.11162,22.5399
"9765","B03T43","2009-09-11","00:50:21",114.11134,22.54178
"9766","B03T43","2009-09-11","00:50:51",114.11095,22.54385
"9767","B03T43","2009-09-11","00:50:59",114.11075,22.54487
"9768","B03T43","2009-09-11","00:51:21",114.11045,22.54735
"9769","B03T43","2009-09-11","00:51:51",114.11017,22.5503
"9770","B03T43","2009-09-11","00:52:21",114.10976,22.55383
"9771","B03T43","2009-09-11","00:52:29",114.10982,22.5547
"9772","B03T43","2009-09-11","00:52:59",114.11201,22.55895
"9773","B03T43","2009-09-11","00:53:21",114.1122,22.55883
"9774","B03T43","2009-09-11","00:53:51",114.10775,22.559
"9775","B03T43","2009-09-11","00:54:21",114.10686,22.56212
"9776","B03T43","2009-09-11","00:54:29",114.10686,22.56225
"9777","B03T43","2009-09-11","00:54:51",114.10682,22.56487
"9778","B03T43","2009-09-11","00:55:01",114.1073,22.56612
"9779","B03T43","2009-09-11","00:55:21",114.10767,22.56732
"9780","B03T43","2009-09-11","00:55:51",114.10748,22.56918
"9781","B03T43","2009-09-11","00:55:59",114.10747,22.56918
"9782","B03T43","2009-09-11","01:05:22",114.11925,22.53955
"9783","B03T43","2009-09-11","01:05:52",114.11897,22.53995
"9784","B03T43","2009-09-11","01:06:00",114.11895,22.53997
"9785","B03T43","2009-09-11","01:06:22",114.11893,22.54
"9786","B03T43","2009-09-11","01:06:52",114.11647,22.53952
"9787","B03T43","2009-09-11","01:06:52",114.11647,22.53952
"9788","B03T43","2009-09-11","01:07:00",114.11572,22.53932
"9789","B03T43","2009-09-11","01:07:22",114.11287,22.5383
"9790","B03T43","2009-09-11","01:07:52",114.10674,22.5371
"9791","B03T43","2009-09-11","01:08:00",114.10537,22.5374
"9792","B03T43","2009-09-11","01:08:22",114.10135,22.53823
"9793","B03T43","2009-09-11","01:08:56",114.09454,22.53813
"9794","B03T43","2009-09-11","01:09:22",114.0895,22.53787
"9795","B03T43","2009-09-11","01:09:52",114.08413,22.5375
"9796","B03T43","2009-09-11","01:10:00",114.08272,22.53752
"9797","B03T43","2009-09-11","01:10:22",114.08148,22.53953
"9798","B03T43","2009-09-11","01:10:22",114.08148,22.53953
"9799","B03T43","2009-09-11","01:10:52",114.08148,22.54038
"9800","B03T43","2009-09-11","01:11:22",114.08157,22.54058
"9801","B03T43","2009-09-11","01:11:52",114.08175,22.54293
"9802","B03T43","2009-09-11","01:12:00",114.08175,22.54293
"9803","B03T43","2009-09-11","01:12:22",114.07937,22.5431
"9804","B03T43","2009-09-11","01:12:52",114.07632,22.54308
"9805","B03T43","2009-09-11","01:13:22",114.07505,22.54307
"9806","B03T43","2009-09-11","01:13:52",114.07182,22.54385
"9807","B03T43","2009-09-11","01:14:00",114.07175,22.54392
"9808","B03T43","2009-09-11","01:14:22",114.07117,22.54488
"9809","B03T43","2009-09-11","01:14:52",114.07056,22.54548
"9810","B03T43","2009-09-11","02:42:02",114.11784,22.53978
"9811","B03T43","2009-09-11","02:42:54",114.11446,22.53888
"9812","B03T50","2009-09-11","00:09:34",114.07578,22.5431
"9813","B03T50","2009-09-11","00:10:04",114.07167,22.543
"9814","B03T50","2009-09-11","00:10:34",114.06667,22.54297
"9815","B03T50","2009-09-11","00:11:04",114.0601,22.54282
"9816","B03T50","2009-09-11","00:11:36",114.05445,22.54268
"9817","B03T50","2009-09-11","00:12:06",114.04857,22.54247
"9818","B03T50","2009-09-11","00:12:34",114.04833,22.54242
"9819","B03T50","2009-09-11","00:13:04",114.04518,22.54265
"9820","B03T50","2009-09-11","00:14:06",114.04427,22.55032
"9821","B03T50","2009-09-11","00:14:36",114.04427,22.55032
"9822","B03T50","2009-09-11","00:15:06",114.04427,22.55032
"9823","B03T50","2009-09-11","00:15:34",114.0442,22.55048
"9824","B03T50","2009-09-11","00:16:06",114.0441,22.5484
"9825","B03T50","2009-09-11","00:16:36",114.04412,22.54735
"9826","B03T50","2009-09-11","00:46:38",113.95409,22.5456
"9827","B03T50","2009-09-11","00:47:38",113.9558,22.54323
"9828","B03T50","2009-09-11","00:48:08",113.95908,22.54327
"9829","B03T50","2009-09-11","00:48:38",113.95992,22.54393
"9830","B03T50","2009-09-11","00:49:08",113.96042,22.54693
"9831","B03T50","2009-09-11","00:49:38",113.96055,22.54803
"9832","B03T50","2009-09-11","00:50:08",113.96095,22.55058
"9833","B03T50","2009-09-11","00:50:38",113.9624,22.55222
"9834","B03T50","2009-09-11","00:51:08",113.96452,22.55142
"9835","B03T50","2009-09-11","00:51:38",113.96543,22.55193
"9836","B03T50","2009-09-11","00:52:08",113.969,22.5526
"9837","B03T50","2009-09-11","00:52:38",113.97237,22.55108
"9838","B03T50","2009-09-11","00:53:08",113.97442,22.54815
"9839","B03T50","2009-09-11","00:53:38",113.97343,22.5454
"9840","B03T50","2009-09-11","00:54:08",113.97337,22.54212
"9841","B03T50","2009-09-11","00:54:46",113.97337,22.54103
"9842","B03T50","2009-09-11","00:55:08",113.97352,22.54082
"9843","B03T82","2009-09-11","00:15:58",113.90491,22.55613
"9844","B03T82","2009-09-11","00:16:28",113.90007,22.56057
"9845","B03T82","2009-09-11","00:16:58",113.89477,22.56468
"9846","B03T82","2009-09-11","00:17:28",113.88975,22.57023
"9847","B03T82","2009-09-11","00:17:36",113.88797,22.57188
"9848","B03T82","2009-09-11","00:17:58",113.8842,22.57533
"9849","B03T82","2009-09-11","00:18:36",113.87887,22.58035
"9850","B03T82","2009-09-11","00:18:58",113.875,22.58447
"9851","B03T82","2009-09-11","00:20:28",113.86047,22.6053
"9852","B03T82","2009-09-11","00:20:58",113.85522,22.61163
"9853","B03T82","2009-09-11","00:21:06",113.8541,22.61402
"9854","B03T82","2009-09-11","00:21:28",113.85046,22.61992
"9855","B03T82","2009-09-11","00:21:58",113.8448,22.6274
"9856","B03T82","2009-09-11","00:22:06",113.84395,22.6292
"9857","B03T82","2009-09-11","00:22:28",113.84092,22.63305
"9858","B03T82","2009-09-11","00:22:58",113.83675,22.63763
"9859","B03T82","2009-09-11","00:23:28",113.83117,22.64347
"9860","B03T82","2009-09-11","00:23:36",113.83031,22.64477
"9861","B03T82","2009-09-11","00:23:58",113.82864,22.64743
"9862","B03T82","2009-09-11","00:23:58",113.82864,22.64743
"9863","B03T82","2009-09-11","00:24:28",113.82715,22.65095
"9864","B03T82","2009-09-11","00:24:36",113.82753,22.6501
"9865","B03T82","2009-09-11","00:24:58",113.82442,22.64898
"9866","B03T82","2009-09-11","00:25:28",113.81847,22.64785
"9867","B03T82","2009-09-11","00:25:28",113.81847,22.64785
"9868","B03T82","2009-09-11","00:25:36",113.81725,22.64858
"9869","B03T82","2009-09-11","00:25:58",113.81533,22.6517
"9870","B03T82","2009-09-11","01:03:00",113.81647,22.64718
"9871","B03T82","2009-09-11","01:03:30",113.81675,22.64565
"9872","B03T82","2009-09-11","01:04:00",113.81968,22.64743
"9873","B03T82","2009-09-11","01:04:08",113.82055,22.64775
"9874","B03T82","2009-09-11","01:04:30",113.82413,22.64875
"9875","B03T82","2009-09-11","01:05:00",113.8296,22.65013
"9876","B03T82","2009-09-11","01:05:08",113.83041,22.65015
"9877","B03T82","2009-09-11","01:05:30",113.83058,22.65012
"9878","B03T82","2009-09-11","01:06:00",113.83123,22.64982
"9879","B03T82","2009-09-11","01:06:08",113.83192,22.6489
"9880","B03T82","2009-09-11","01:06:30",113.83485,22.6449
"9881","B03T82","2009-09-11","01:07:00",113.83912,22.63962
"9882","B03T82","2009-09-11","01:07:08",113.84026,22.63818
"9883","B03T82","2009-09-11","01:07:30",113.84355,22.63418
"9884","B03T82","2009-09-11","01:08:00",113.8494,22.62907
"9885","B03T82","2009-09-11","01:08:08",113.85114,22.62802
"9886","B03T82","2009-09-11","01:08:30",113.85653,22.62563
"9887","B03T82","2009-09-11","01:09:30",113.87113,22.61987
"9888","B03T82","2009-09-11","01:10:08",113.8788,22.61287
"9889","B03T82","2009-09-11","01:10:30",113.88218,22.60778
"9890","B03T82","2009-09-11","01:11:00",113.88747,22.60212
"9891","B03T82","2009-09-11","01:11:08",113.88907,22.60095
"9892","B03T82","2009-09-11","01:11:30",113.8931,22.59812
"9893","B03T82","2009-09-11","01:12:00",113.89912,22.59308
"9894","B03T82","2009-09-11","01:12:30",113.90475,22.58727
"9895","B03T82","2009-09-11","01:13:00",113.91003,22.58158
"9896","B03T82","2009-09-11","01:14:00",113.91927,22.57272
"9897","B03T82","2009-09-11","01:14:08",113.91991,22.57193
"9898","B03T82","2009-09-11","01:14:30",113.92167,22.56927
"9899","B03T82","2009-09-11","01:15:00",113.92682,22.56618
"9900","B03T82","2009-09-11","01:15:08",113.9287,22.56562
"9901","B03T82","2009-09-11","01:15:30",113.9342,22.56522
"9902","B03T82","2009-09-11","01:16:00",113.9432,22.56493
"9903","B03T82","2009-09-11","01:16:08",113.94563,22.56478
"9904","B03T82","2009-09-11","01:16:30",113.95225,22.5639
"9905","B03T82","2009-09-11","01:20:08",114.00853,22.54085
"9906","B03T82","2009-09-11","01:20:30",114.01258,22.53577
"9907","B03T82","2009-09-11","01:21:00",114.01683,22.52757
"9908","B03T82","2009-09-11","01:21:30",114.02393,22.52273
"9909","B03T82","2009-09-11","01:22:00",114.03173,22.51842
"9910","B03T82","2009-09-11","01:22:30",114.03917,22.51455
"9911","B03T82","2009-09-11","01:22:38",114.04128,22.51385
"9912","B03T82","2009-09-11","01:23:00",114.04735,22.5131
"9913","B03T82","2009-09-11","01:23:08",114.0493,22.51322
"9914","B03T82","2009-09-11","01:23:30",114.05508,22.51467
"9915","B03T82","2009-09-11","01:24:00",114.05824,22.5162
"9916","B03T82","2009-09-11","01:24:38",114.05825,22.51625
"9917","B03T82","2009-09-11","01:25:00",114.0598,22.51733
"9918","B03T82","2009-09-11","01:25:38",114.06496,22.52235
"9919","B03T82","2009-09-11","01:26:00",114.06685,22.52397
"9920","B03T82","2009-09-11","01:26:30",114.06842,22.52378
"9921","B03T82","2009-09-11","01:26:38",114.06838,22.52378
"9922","B03T82","2009-09-11","01:36:02",114.03568,22.54387
"9923","B03T82","2009-09-11","01:36:32",114.03474,22.54578
"9924","B03T82","2009-09-11","01:36:40",114.03408,22.54567
"9925","B03T82","2009-09-11","01:37:02",114.0324,22.54612
"9926","B03T82","2009-09-11","01:37:32",114.02985,22.54545
"9927","B03T82","2009-09-11","01:37:40",114.02983,22.54538
"9928","B03T82","2009-09-11","01:38:02",114.02975,22.5451
"9929","B03T82","2009-09-11","01:38:32",114.02973,22.54505
"9930","B03T82","2009-09-11","01:38:40",114.02973,22.54505
"9931","B03T82","2009-09-11","01:39:02",114.02975,22.54505
"9932","B03T82","2009-09-11","01:39:32",114.02975,22.54497
"9933","B03T82","2009-09-11","01:39:40",114.0297,22.545
"9934","B03T82","2009-09-11","01:39:40",114.0297,22.545
"9935","B03T82","2009-09-11","01:39:40",114.0297,22.545
"9936","B03T82","2009-09-11","01:40:02",114.02988,22.54535
"9937","B03T82","2009-09-11","01:40:32",114.03222,22.54613
"9938","B03T82","2009-09-11","01:40:40",114.03259,22.54583
"9939","B03T82","2009-09-11","01:41:02",114.03439,22.54567
"9940","B03T82","2009-09-11","01:41:32",114.03616,22.54605
"9941","B03T82","2009-09-11","01:41:40",114.03709,22.54622
"9942","B03T82","2009-09-11","01:42:02",114.03792,22.54638
"9943","B03T82","2009-09-11","01:54:04",114.00687,22.53697
"9944","B03T82","2009-09-11","01:54:34",114.00267,22.53613
"9945","B03T82","2009-09-11","01:54:42",114.00142,22.53587
"9946","B03T82","2009-09-11","01:55:04",113.99695,22.53512
"9947","B03T82","2009-09-11","01:55:34",113.9903,22.53573
"9948","B03T82","2009-09-11","01:56:04",113.98669,22.5365
"9949","B03T82","2009-09-11","01:56:12",113.98563,22.53653
"9950","B03U41","2009-09-11","00:02:02",114.09786,22.55983
"9951","B03U41","2009-09-11","00:01:22",114.09613,22.55977
"9952","B03U41","2009-09-11","00:04:42",114.10409,22.55336
"9953","B03U41","2009-09-11","00:04:02",114.10404,22.55357
"9954","B03U41","2009-09-11","00:06:42",114.10704,22.54479
"9955","B03U41","2009-09-11","00:07:22",114.11507,22.54599
"9956","B03U41","2009-09-11","00:03:22",114.10391,22.55827
"9957","B03U41","2009-09-11","00:02:42",114.09911,22.55894
"9958","B03U41","2009-09-11","00:05:22",114.1048,22.55114
"9959","B03U41","2009-09-11","00:06:02",114.10495,22.54876
"9960","B03U41","2009-09-11","00:00:42",114.09466,22.55984
"9961","B03U41","2009-09-11","00:08:06",114.11692,22.54627
"9962","B03U41","2009-09-11","00:08:46",114.11706,22.54685
"9963","B03U41","2009-09-11","00:10:46",114.12199,22.55737
"9964","B03U41","2009-09-11","00:11:26",114.12534,22.55939
"9965","B03U41","2009-09-11","00:13:26",114.13155,22.56194
"9966","B03U41","2009-09-11","00:14:06",114.13503,22.55893
"9967","B03U41","2009-09-11","00:10:06",114.11917,22.55453
"9968","B03U41","2009-09-11","00:09:26",114.11729,22.55108
"9969","B03U41","2009-09-11","00:14:46",114.13632,22.55742
"9970","B03U41","2009-09-11","00:12:46",114.13155,22.56194
"9971","B03U41","2009-09-11","00:12:06",114.12843,22.56089
"9972","B03U41","2009-09-11","00:22:42",114.16779,22.56683
"9973","B03U41","2009-09-11","00:24:42",114.16708,22.56875
"9974","B03U41","2009-09-11","00:25:22",114.16925,22.56971
"9975","B03U41","2009-09-11","00:28:02",114.17018,22.57076
"9976","B03U41","2009-09-11","00:27:22",114.17021,22.57081
"9977","B03U41","2009-09-11","00:26:02",114.16956,22.57043
"9978","B03U41","2009-09-11","00:26:42",114.17039,22.57042
"9979","B03U41","2009-09-11","00:28:42",114.17015,22.57078
"9980","B03U41","2009-09-11","00:29:22",114.16942,22.57081
"9981","B03U41","2009-09-11","00:23:22",114.16711,22.5668
"9982","B03U41","2009-09-11","00:24:02",114.16711,22.56684
"9983","B03U41","2009-09-11","01:02:33",114.1556,22.55971
"9984","B03U41","2009-09-11","01:01:53",114.16161,22.56288
"9985","B03U41","2009-09-11","01:05:13",114.13716,22.5673
"9986","B03U41","2009-09-11","01:04:33",114.14069,22.56235
"9987","B03U41","2009-09-11","01:07:13",114.13065,22.57843
"9988","B03U41","2009-09-11","01:03:53",114.14091,22.55633
"9989","B03U41","2009-09-11","01:03:13",114.14919,22.55601
"9990","B03U41","2009-09-11","01:00:33",114.16663,22.56417
"9991","B03U41","2009-09-11","01:01:13",114.16444,22.56429
"9992","B03U41","2009-09-11","01:05:53",114.13805,22.57129
"9993","B03U41","2009-09-11","01:06:33",114.13515,22.57642
"9994","B03U41","2009-09-11","01:09:15",114.12859,22.58567
"9995","B03U41","2009-09-11","01:09:55",114.12509,22.59024
"9996","B03U41","2009-09-11","01:12:35",114.11507,22.59054
"9997","B03U41","2009-09-11","01:11:55",114.11488,22.58886
"9998","B03U41","2009-09-11","01:14:35",114.11781,22.59053
"9999","B03U41","2009-09-11","01:07:55",114.1306,22.57947
"10000","B03U41","2009-09-11","01:08:35",114.13041,22.58254
"10001","B03U41","2009-09-11","01:13:55",114.117,22.59061
"10002","B03U41","2009-09-11","01:13:15",114.11635,22.59056
"10003","B03U41","2009-09-11","01:11:15",114.11628,22.58862
"10004","B03U41","2009-09-11","01:10:35",114.11945,22.59093
"11378","B041D7","2009-09-11","00:02:15",114.1221,22.60965
"11379","B041D7","2009-09-11","00:02:45",114.1205,22.61088
"11380","B041D7","2009-09-11","00:03:15",114.11953,22.61103
"11381","B041D7","2009-09-11","00:03:23",114.11893,22.6106
"11382","B041D7","2009-09-11","00:03:45",114.1166,22.60978
"11383","B041D7","2009-09-11","00:04:15",114.11152,22.60955
"11384","B041D7","2009-09-11","00:04:23",114.1104,22.6095
"11385","B041D7","2009-09-11","00:04:45",114.10867,22.61052
"11386","B041D7","2009-09-11","01:00:45",114.11003,22.54162
"11387","B041D7","2009-09-11","01:00:45",114.11003,22.54162
"11388","B041D7","2009-09-11","01:01:15",114.11193,22.54202
"11389","B041D7","2009-09-11","01:01:45",114.11328,22.54223
"11390","B041D7","2009-09-11","01:01:53",114.11378,22.54235
"11391","B041D7","2009-09-11","01:42:23",114.1171,22.5435
"11392","B041D7","2009-09-11","01:42:53",114.11635,22.54298
"11393","B041D7","2009-09-11","01:43:01",114.11628,22.543
"11394","B041D7","2009-09-11","01:43:23",114.11612,22.54297
"11395","B041D7","2009-09-11","01:43:53",114.11568,22.54443
"11396","B041D7","2009-09-11","01:44:01",114.11538,22.54515
"11397","B041D7","2009-09-11","01:44:23",114.1165,22.54642
"11398","B041D7","2009-09-11","01:44:53",114.11698,22.54632
"11399","B041D7","2009-09-11","01:45:01",114.11697,22.54632
"11400","B041D7","2009-09-11","01:45:23",114.11698,22.54632
"11401","B041D7","2009-09-11","01:45:53",114.12137,22.54707
"11402","B041D7","2009-09-11","01:46:01",114.12297,22.54737
"11403","B041D7","2009-09-11","01:46:01",114.12297,22.54737
"11404","B041D7","2009-09-11","01:46:01",114.12297,22.54737
"11405","B041D7","2009-09-11","01:46:23",114.12552,22.5478
"11406","B041D7","2009-09-11","01:46:53",114.12562,22.5478
"11407","B041D7","2009-09-11","01:47:01",114.12565,22.5478
"11408","B041D7","2009-09-11","01:47:23",114.12563,22.54782
"11409","B041D7","2009-09-11","01:47:53",114.12592,22.54957
"11410","B041D7","2009-09-11","01:48:53",114.12862,22.5569
"11411","B041D7","2009-09-11","01:49:01",114.1295,22.55825
"11412","B041D7","2009-09-11","01:49:23",114.13135,22.56112
"11413","B041D7","2009-09-11","01:49:53",114.1338,22.56415
"11414","B041D7","2009-09-11","01:50:53",114.13543,22.56775
"11517","B045D3","2009-09-11","00:28:41",113.91489,22.52717
"11518","B045D3","2009-09-11","00:29:13",113.91485,22.52717
"11519","B045D3","2009-09-11","00:29:43",113.91485,22.52715
"11520","B045D3","2009-09-11","00:29:51",113.91475,22.52712
"11521","B045D3","2009-09-11","00:30:13",113.91628,22.52723
"11522","B045D3","2009-09-11","00:33:43",113.95744,22.52292
"11523","B045D3","2009-09-11","00:34:43",113.96964,22.52272
"11524","B045D3","2009-09-11","00:34:43",113.96964,22.52272
"11525","B045D3","2009-09-11","00:34:43",113.96964,22.52272
"11526","B045D3","2009-09-11","00:35:13",113.97593,22.52277
"11527","B045D3","2009-09-11","00:35:13",113.97593,22.52277
"11528","B045D3","2009-09-11","00:35:13",113.97593,22.52277
"11529","B045D3","2009-09-11","00:35:43",113.98227,22.52292
"11530","B045D3","2009-09-11","00:36:11",113.98788,22.52417
"11531","B045D3","2009-09-11","00:37:43",114.00507,22.52978
"11532","B045D3","2009-09-11","00:41:43",114.05392,22.5314
"11533","B045D3","2009-09-11","00:41:51",114.05545,22.53143
"11534","B045D3","2009-09-11","00:42:11",114.05922,22.53145
"11535","B045D3","2009-09-11","00:42:43",114.06385,22.53143
"11536","B045D3","2009-09-11","01:10:43",113.91458,22.52787
"11537","B045D3","2009-09-11","01:10:51",113.91452,22.52867
"11538","B045D3","2009-09-11","01:11:21",113.91375,22.53168
"11539","B045D3","2009-09-11","01:11:43",113.91382,22.53198
"11540","B045D3","2009-09-11","01:18:13",113.91437,22.5293
"11541","B045D3","2009-09-11","01:19:43",113.91412,22.5344
"11542","B045D3","2009-09-11","01:19:51",113.91431,22.53513
"11543","B045D3","2009-09-11","01:20:13",113.9144,22.53647
"11544","B045D3","2009-09-11","01:22:43",113.91873,22.54328
"11545","B045D3","2009-09-11","01:22:51",113.91873,22.5433
"11546","B045D3","2009-09-11","01:23:13",113.91673,22.5433
"11547","B045D3","2009-09-11","01:23:43",113.91535,22.54273
"11548","B045D3","2009-09-11","01:23:51",113.9152,22.54188
"11549","B045D3","2009-09-11","01:24:13",113.91513,22.54168
"11550","B046C5","2009-09-11","00:08:19",113.9353,22.55975
"11551","B046C5","2009-09-11","00:08:49",113.93697,22.5598
"11552","B046C5","2009-09-11","00:09:20",113.93819,22.55982
"11553","B046C5","2009-09-11","00:09:50",113.9404,22.55987
"11554","B046C5","2009-09-11","00:10:20",113.94182,22.55973
"11555","B046C5","2009-09-11","00:10:50",113.94535,22.5588
"11556","B046C5","2009-09-11","00:11:20",113.94691,22.55887
"11557","B046C5","2009-09-11","00:11:50",113.94962,22.55958
"11558","B046C5","2009-09-11","00:12:20",113.94977,22.5597
"11559","B046C5","2009-09-11","00:12:50",113.94977,22.5597
"11560","B046C5","2009-09-11","00:13:19",113.95255,22.56323
"11561","B046C5","2009-09-11","00:13:49",113.95253,22.56325
"11562","B046C5","2009-09-11","00:14:20",113.95268,22.5654
"11563","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11564","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11565","B046C5","2009-09-11","00:15:50",113.95133,22.57312
"11566","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11567","B046C5","2009-09-11","00:16:20",113.95306,22.57473
"11568","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11569","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11570","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11571","B046C5","2009-09-11","00:15:19",113.95192,22.57128
"11572","B046C5","2009-09-11","00:16:50",113.95312,22.57572
"11573","B046C5","2009-09-11","00:17:20",113.95247,22.57785
"11574","B046C5","2009-09-11","00:17:50",113.94995,22.57942
"11575","B046C5","2009-09-11","00:18:20",113.9496,22.58285
"11576","B046C5","2009-09-11","00:18:50",113.94971,22.58538
"11577","B046C5","2009-09-11","00:19:20",113.95004,22.5898
"11578","B046C5","2009-09-11","00:19:50",113.94967,22.59093
"11579","B046C5","2009-09-11","00:20:20",113.94575,22.5937
"11580","B046C5","2009-09-11","00:20:50",113.94168,22.5965
"11581","B046C5","2009-09-11","00:21:20",113.93923,22.59835
"11582","B046C5","2009-09-11","00:21:50",113.93545,22.6018
"11583","B046C5","2009-09-11","00:22:20",113.93263,22.60585
"11584","B046C5","2009-09-11","00:22:50",113.93256,22.60788
"11585","B046C5","2009-09-11","00:23:20",113.93412,22.61193
"11586","B046C5","2009-09-11","00:23:50",113.93463,22.61728
"11587","B046C5","2009-09-11","00:24:20",113.93485,22.62218
"11588","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11589","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11590","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11591","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11592","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11593","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11594","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11595","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11596","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11597","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11598","B046C5","2009-09-11","00:25:50",113.93622,22.62552
"11599","B046C5","2009-09-11","00:25:50",113.93622,22.62552
