"","taxi_no","date","time","lon","lat"
"251","B00F27","2009-09-11","00:21:35",114.04916,22.52568
"252","B00F27","2009-09-11","00:22:25",114.04465,22.52572
"253","B00F27","2009-09-11","00:23:15",114.04417,22.52548
"254","B00F27","2009-09-11","00:24:05",114.0401,22.52217
"255","B00F27","2009-09-11","00:24:55",114.03709,22.5234
"256","B00G11","2009-09-11","00:24:35",113.83075,22.65009
"257","B00G11","2009-09-11","00:25:16",113.83508,22.64467
"258","B00G11","2009-09-11","00:26:36",113.85228,22.62742
"259","B00G11","2009-09-11","00:25:56",113.84281,22.63508
"260","B00G11","2009-09-11","00:27:16",113.86336,22.62313
"261","B00G11","2009-09-11","00:27:56",113.8737,22.61815
"262","B00G11","2009-09-11","00:28:37",113.8818,22.6083
"263","B00G11","2009-09-11","00:31:58",113.92186,22.56877
"264","B00G11","2009-09-11","00:32:38",113.9259,22.56587
"265","B00G11","2009-09-11","00:33:18",113.92664,22.56519
"266","B00G11","2009-09-11","00:33:58",113.92905,22.55918
"267","B00G11","2009-09-11","00:35:19",113.9271,22.53718
"268","B00G11","2009-09-11","00:35:59",113.92419,22.52786
"269","B00G11","2009-09-11","00:34:39",113.92787,22.54738
"270","B00G11","2009-09-11","00:37:19",113.91496,22.52729
"271","B00G11","2009-09-11","00:36:39",113.9186,22.52726
"272","B00G18","2009-09-11","00:05:49",114.09911,22.57256
"273","B00G18","2009-09-11","00:06:29",114.09964,22.57935
"274","B00G18","2009-09-11","00:08:03",114.09829,22.59202
"275","B00G18","2009-09-11","00:07:09",114.09792,22.58656
"276","B00G18","2009-09-11","00:08:30",114.09798,22.60266
"277","B00G18","2009-09-11","00:09:50",114.10113,22.60015
"278","B00G22","2009-09-11","00:05:40",113.93035,22.52823
"279","B00G22","2009-09-11","00:06:20",113.92789,22.52175
"280","B00G22","2009-09-11","00:07:00",113.92754,22.51576
"281","B00G22","2009-09-11","00:07:40",113.92468,22.51555
"282","B00G22","2009-09-11","00:08:20",113.92384,22.51465
"283","B00G22","2009-09-11","00:09:01",113.92386,22.51453
"284","B00G22","2009-09-11","00:09:41",113.92386,22.51456
"285","B00G22","2009-09-11","00:10:21",113.92388,22.51462
"286","B00G22","2009-09-11","00:11:01",113.92387,22.51464
"287","B00G22","2009-09-11","00:11:41",113.92389,22.51458
"288","B00G22","2009-09-11","00:12:22",113.92387,22.5146
"289","B00G22","2009-09-11","00:28:26",113.94903,22.54334
"290","B00G22","2009-09-11","00:29:06",113.95512,22.54322
"291","B00G22","2009-09-11","00:29:46",113.95927,22.54318
"292","B00G22","2009-09-11","00:30:27",113.96195,22.54249
"293","B00G22","2009-09-11","00:31:07",113.96887,22.53991
"294","B00G22","2009-09-11","00:31:47",113.97622,22.53683
"295","B00G22","2009-09-11","00:32:27",113.98174,22.5362
"296","B00G22","2009-09-11","00:33:07",113.98472,22.53613
"297","B00G22","2009-09-11","00:33:48",113.99149,22.5349
"298","B00G22","2009-09-11","00:34:28",113.99317,22.53121
"299","B00G22","2009-09-11","00:39:44",113.96256,22.53368
"300","B00G22","2009-09-11","00:40:24",113.95953,22.53467
"301","B00G22","2009-09-11","00:41:05",113.95921,22.53924
"302","B00G22","2009-09-11","00:41:45",113.95971,22.5429
"303","B00G22","2009-09-11","00:42:25",113.95795,22.54353
"304","B00G22","2009-09-11","00:43:05",113.95087,22.54346
"305","B00G22","2009-09-11","00:43:45",113.94891,22.54335
"306","B00G22","2009-09-11","00:44:26",113.94168,22.54303
"307","B00G22","2009-09-11","00:45:06",113.93338,22.54268
"308","B00G22","2009-09-11","00:45:46",113.92534,22.54293
"309","B00G22","2009-09-11","00:46:26",113.91937,22.54327
"310","B00G22","2009-09-11","00:47:06",113.91942,22.54329
"311","B00G22","2009-09-11","00:47:47",113.91711,22.54337
"312","B00G22","2009-09-11","00:48:27",113.91068,22.5448
"313","B00G22","2009-09-11","00:49:07",113.91009,22.54486
"314","B00G22","2009-09-11","00:49:47",113.91008,22.54484
"315","B00G22","2009-09-11","00:50:28",113.90587,22.54468
"316","B00G22","2009-09-11","00:51:08",113.90742,22.54417
"317","B00G25","2009-09-11","00:00:04",113.88924,22.48252
"318","B00G25","2009-09-11","00:00:44",113.88531,22.48282
"319","B00G25","2009-09-11","00:01:24",113.88334,22.48392
"320","B00G25","2009-09-11","00:02:04",113.88251,22.48436
"321","B00G25","2009-09-11","00:02:45",113.88133,22.48437
"322","B00G25","2009-09-11","00:53:03",113.9228,22.53676
"323","B00G25","2009-09-11","00:53:43",113.92249,22.53868
"324","B00G25","2009-09-11","00:54:23",113.91991,22.53875
"325","B00G25","2009-09-11","00:55:03",113.91701,22.53865
"326","B00G25","2009-09-11","00:55:43",113.91598,22.53873
"327","B00G25","2009-09-11","00:57:04",113.91003,22.54021
"328","B00G25","2009-09-11","00:57:44",113.91001,22.54016
"329","B00G25","2009-09-11","01:09:07",113.91393,22.53122
"330","B00G25","2009-09-11","01:09:47",113.91187,22.53127
"331","B00G25","2009-09-11","01:10:28",113.91067,22.53132
"332","B00G25","2009-09-11","01:11:08",113.91044,22.53491
"333","B00G25","2009-09-11","01:11:48",113.91033,22.53936
"334","B00G25","2009-09-11","01:12:28",113.90992,22.54419
"335","B00G25","2009-09-11","01:13:08",113.90974,22.54827
"336","B00G25","2009-09-11","01:13:49",113.90726,22.55387
"337","B00G25","2009-09-11","01:14:29",113.90379,22.55757
"338","B00G25","2009-09-11","01:15:09",113.89801,22.5623
"339","B00G25","2009-09-11","01:15:49",113.89381,22.56659
"340","B00G25","2009-09-11","01:16:30",113.89624,22.56936
"341","B00G25","2009-09-11","01:17:10",113.89625,22.56932
"342","B00G25","2009-09-11","01:17:50",113.89624,22.56932
"343","B00G25","2009-09-11","01:18:30",113.8963,22.56936
"344","B00G25","2009-09-11","01:19:10",113.89883,22.57137
"345","B00G25","2009-09-11","01:19:51",113.89909,22.57234
"346","B00G25","2009-09-11","01:20:31",113.89613,22.57528
"347","B00G25","2009-09-11","01:21:11",113.89513,22.5762
"348","B00G25","2009-09-11","01:21:51",113.89452,22.57683
"349","B00G25","2009-09-11","02:17:30",114.12592,22.57745
"350","B00G25","2009-09-11","02:18:10",114.12154,22.57674
"351","B00G25","2009-09-11","02:18:50",114.11507,22.57669
"352","B00G25","2009-09-11","02:20:11",114.10542,22.57424
"353","B00G25","2009-09-11","02:20:51",114.10435,22.57362
"354","B00G25","2009-09-11","02:21:31",114.10152,22.57192
"355","B00G26","2009-09-11","00:04:29",114.12241,22.57924
"356","B00G26","2009-09-11","00:05:10",114.12242,22.57924
"357","B00G26","2009-09-11","00:05:50",114.12276,22.57697
"358","B00G26","2009-09-11","00:06:30",114.11715,22.57663
"359","B00G26","2009-09-11","00:07:10",114.10989,22.57638
"360","B00G26","2009-09-11","00:07:51",114.10226,22.57198
"361","B00G26","2009-09-11","00:08:31",114.09438,22.56826
"362","B00G26","2009-09-11","00:09:11",114.08672,22.5671
"363","B00G26","2009-09-11","00:09:51",114.08231,22.5721
"364","B00G26","2009-09-11","00:10:31",114.07519,22.57174
"365","B00G26","2009-09-11","00:11:12",114.0684,22.56931
"366","B00G26","2009-09-11","00:11:52",114.06741,22.57375
"367","B00G26","2009-09-11","00:12:32",114.06187,22.57805
"368","B00G26","2009-09-11","00:13:12",114.05562,22.57988
"369","B00G26","2009-09-11","00:13:52",114.05331,22.5849
"370","B00G26","2009-09-11","00:14:33",114.05057,22.58956
"371","B00G26","2009-09-11","00:15:13",114.0485,22.59203
"372","B00G26","2009-09-11","00:15:53",114.04401,22.59572
"373","B00G26","2009-09-11","00:16:33",114.03828,22.59849
"374","B00G26","2009-09-11","00:17:13",114.0378,22.59902
"375","B00G26","2009-09-11","00:17:54",114.03545,22.60314
"376","B00G26","2009-09-11","00:18:34",114.03869,22.60724
"377","B00G26","2009-09-11","00:19:14",114.04053,22.60841
"378","B00G26","2009-09-11","00:19:54",114.04076,22.60933
"379","B00G26","2009-09-11","00:20:34",114.03896,22.61411
"380","B00G26","2009-09-11","00:21:15",114.04082,22.61826
"381","B00G26","2009-09-11","00:21:55",114.04472,22.62057
"382","B00G26","2009-09-11","00:22:35",114.0484,22.62183
"383","B00G26","2009-09-11","00:23:15",114.04477,22.62086
"384","B00G26","2009-09-11","00:23:55",114.0431,22.62608
"385","B00G26","2009-09-11","00:24:36",114.04575,22.62917
"386","B00G26","2009-09-11","00:25:16",114.0466,22.63203
"387","B00G26","2009-09-11","00:25:56",114.04561,22.63202
"388","B00G26","2009-09-11","00:26:36",114.04317,22.63309
"389","B00G26","2009-09-11","00:27:16",114.04548,22.63798
"390","B00G26","2009-09-11","00:27:57",114.04587,22.63917
"391","B00G26","2009-09-11","00:28:37",114.04572,22.64124
"392","B00G26","2009-09-11","00:53:56",114.05907,22.63692
"393","B00G26","2009-09-11","00:54:36",114.05963,22.63523
"394","B00G26","2009-09-11","00:55:17",114.05906,22.63338
"395","B00G26","2009-09-11","00:55:57",114.05598,22.63334
"396","B00G26","2009-09-11","00:56:37",114.05553,22.63105
"397","B00G26","2009-09-11","00:57:17",114.05557,22.62827
"398","B00G26","2009-09-11","00:57:58",114.05557,22.62461
"399","B00G26","2009-09-11","00:58:38",114.0556,22.61947
"400","B00G26","2009-09-11","00:59:18",114.05563,22.61461
"401","B00G26","2009-09-11","00:59:58",114.05371,22.60755
"402","B00G26","2009-09-11","01:00:38",114.05028,22.60472
"403","B00G26","2009-09-11","01:01:19",114.04708,22.6042
"404","B00G26","2009-09-11","01:01:59",114.04333,22.60236
"405","B00G26","2009-09-11","01:02:39",114.04401,22.59767
"406","B00G26","2009-09-11","01:03:19",114.0466,22.5953
"407","B00G26","2009-09-11","01:03:59",114.05099,22.58897
"408","B00G26","2009-09-11","01:04:40",114.05415,22.58232
"409","B00G26","2009-09-11","01:05:20",114.05936,22.57791
"410","B00G26","2009-09-11","01:06:00",114.0613,22.5723
"411","B00G26","2009-09-11","01:06:40",114.05891,22.57116
"412","B00G26","2009-09-11","01:07:21",114.05769,22.57116
"413","B00G26","2009-09-11","01:08:01",114.05404,22.56993
"414","B00G29","2009-09-11","00:00:30",114.1019,22.54377
"415","B00G29","2009-09-11","00:01:10",114.10912,22.54513
"416","B00G29","2009-09-11","00:02:30",114.12136,22.54712
"417","B00G29","2009-09-11","00:03:10",114.12602,22.54818
"418","B00G29","2009-09-11","00:03:51",114.12677,22.54972
"419","B00G31","2009-09-11","00:18:56",114.05401,22.60801
"420","B00G31","2009-09-11","00:19:36",114.05401,22.60801
"421","B00G31","2009-09-11","01:00:15",114.05401,22.60801
"422","B00G31","2009-09-11","01:01:35",114.05401,22.60801
"423","B00G31","2009-09-11","01:02:16",114.05401,22.60801
"424","B00G31","2009-09-11","01:02:56",114.05401,22.60801
"425","B00G31","2009-09-11","01:03:36",114.05401,22.60801
"426","B00G31","2009-09-11","01:04:16",114.05401,22.60801
"427","B00G31","2009-09-11","01:04:56",114.05401,22.60801
"428","B00G31","2009-09-11","01:05:36",114.05401,22.60801
"429","B00G31","2009-09-11","01:06:17",114.05401,22.60801
"430","B00G31","2009-09-11","01:06:57",114.05401,22.60801
"431","B00G31","2009-09-11","01:07:37",114.05401,22.60801
"432","B00G31","2009-09-11","01:08:17",114.05401,22.60801
"433","B00G31","2009-09-11","01:09:37",114.05401,22.60801
"434","B00G31","2009-09-11","01:08:57",114.05401,22.60801
"435","B00G31","2009-09-11","01:10:17",114.05401,22.60801
"436","B00G31","2009-09-11","01:10:58",114.05401,22.60801
"437","B00G31","2009-09-11","01:11:38",114.05401,22.60801
"438","B00G31","2009-09-11","01:12:18",114.05401,22.60801
"439","B00G31","2009-09-11","01:12:58",114.05401,22.60801
"440","B00G31","2009-09-11","01:13:38",114.05401,22.60801
"441","B00G31","2009-09-11","01:14:18",114.05401,22.60801
"442","B00G31","2009-09-11","01:16:19",114.05401,22.60801
"443","B00G37","2009-09-11","00:19:06",114.08406,22.54983
"444","B00G37","2009-09-11","00:19:46",114.0863,22.55161
"445","B00G37","2009-09-11","00:20:27",114.08504,22.55434
"446","B00G37","2009-09-11","00:43:51",114.08416,22.54921
"447","B00G37","2009-09-11","00:44:31",114.08397,22.55124
"448","B00G37","2009-09-11","00:45:12",114.08785,22.55166
"449","B00G37","2009-09-11","00:45:52",114.09081,22.55188
"450","B00G37","2009-09-11","00:46:32",114.0912,22.55238
"451","B00G37","2009-09-11","00:47:12",114.09109,22.55797
"452","B00G37","2009-09-11","00:47:52",114.09093,22.55872
"453","B00G37","2009-09-11","00:48:33",114.09079,22.5615
"454","B00G37","2009-09-11","00:49:13",114.08907,22.56458
"455","B00G37","2009-09-11","00:49:53",114.08834,22.56458
"456","B00G37","2009-09-11","00:50:33",114.08836,22.56458
"457","B00G38","2009-09-11","00:00:21",114.11201,22.53795
"458","B00G38","2009-09-11","00:01:15",114.11693,22.53908
"459","B00G38","2009-09-11","00:01:15",114.11693,22.53908
"460","B00G38","2009-09-11","00:02:22",114.11969,22.53892
"461","B00G38","2009-09-11","00:03:02",114.11977,22.53858
"462","B00G38","2009-09-11","00:03:56",114.11988,22.53854
"463","B00G38","2009-09-11","00:04:22",114.12301,22.54028
"464","B00G38","2009-09-11","00:05:02",114.12315,22.54033
"465","B00G38","2009-09-11","00:05:57",114.12448,22.54119
"466","B00G38","2009-09-11","00:06:23",114.12873,22.54341
"467","B00G38","2009-09-11","00:48:10",114.11137,22.55866
"468","B00G38","2009-09-11","00:48:50",114.11219,22.55939
"469","B00G38","2009-09-11","00:49:30",114.11147,22.56027
"470","B00G38","2009-09-11","00:55:59",114.09457,22.56525
"471","B00G38","2009-09-11","00:56:39",114.0966,22.56877
"472","B00G38","2009-09-11","00:56:39",114.0966,22.56877
"473","B00G38","2009-09-11","00:56:39",114.0966,22.56877
"474","B00G38","2009-09-11","00:57:19",114.10288,22.57203
"475","B00G38","2009-09-11","00:57:59",114.1088,22.57579
"476","B00G38","2009-09-11","00:58:39",114.11642,22.57655
"477","B00G38","2009-09-11","00:59:20",114.12466,22.57685
"478","B00G38","2009-09-11","01:00:00",114.13165,22.57742
"479","B00G38","2009-09-11","01:00:40",114.13699,22.57546
"480","B00G38","2009-09-11","01:01:20",114.13781,22.572
"481","B00G38","2009-09-11","01:02:41",114.13508,22.56578
"482","B00G38","2009-09-11","01:55:18",114.10199,22.62491
"483","B00G38","2009-09-11","01:55:59",114.10434,22.62251
"484","B00G38","2009-09-11","01:56:39",114.10472,22.62167
"485","B00G38","2009-09-11","01:57:19",114.10566,22.61762
"486","B00G38","2009-09-11","01:57:59",114.10603,22.61592
"487","B00G38","2009-09-11","01:58:39",114.1066,22.61464
"488","B00G38","2009-09-11","01:59:20",114.10785,22.61116
"489","B00G39","2009-09-11","00:34:31",114.05418,22.56743
"490","B00G39","2009-09-11","00:35:11",114.05832,22.56912
"491","B00G39","2009-09-11","00:35:51",114.06,22.57006
"492","B00G39","2009-09-11","00:36:31",114.06212,22.56924
"493","B00G39","2009-09-11","00:37:11",114.06249,22.56195
"494","B00G39","2009-09-11","00:37:52",114.0626,22.55405
"495","B00G39","2009-09-11","00:38:32",114.06265,22.55189
"496","B00G39","2009-09-11","00:39:12",114.06322,22.55143
"497","B00G39","2009-09-11","00:39:52",114.06748,22.55085
"498","B00G39","2009-09-11","00:40:32",114.06789,22.54667
"499","B00G39","2009-09-11","00:41:13",114.06839,22.54192
"500","B00G39","2009-09-11","00:41:53",114.07218,22.54289
"501","B00G39","2009-09-11","00:42:33",114.07772,22.54301
"502","B00G39","2009-09-11","00:43:13",114.08268,22.54312
"503","B00G39","2009-09-11","00:43:53",114.08799,22.54317
"504","B00G39","2009-09-11","00:44:34",114.09294,22.54332
"505","B00G39","2009-09-11","00:45:14",114.09885,22.54344
"506","B00G39","2009-09-11","00:45:54",114.10072,22.54354
"507","B00G39","2009-09-11","00:46:34",114.10577,22.54451
"508","B00G39","2009-09-11","00:47:14",114.11097,22.54535
"509","B00G39","2009-09-11","00:47:55",114.11349,22.54589
"510","B00G39","2009-09-11","00:48:35",114.11071,22.54571
"511","B00G39","2009-09-11","00:49:15",114.11037,22.54824
"512","B00G39","2009-09-11","00:49:55",114.10989,22.55255
"513","B00G39","2009-09-11","00:50:35",114.11133,22.55754
"514","B00G39","2009-09-11","00:51:16",114.11195,22.56253
"515","B00G39","2009-09-11","00:51:56",114.11267,22.56833
"516","B00G39","2009-09-11","00:52:36",114.11398,22.57375
"517","B00G39","2009-09-11","00:53:16",114.11409,22.5746
"518","B00G39","2009-09-11","00:53:56",114.11373,22.57767
"519","B00G39","2009-09-11","00:54:37",114.10974,22.57662
"520","B00G39","2009-09-11","00:55:17",114.10529,22.57409
"521","B00G39","2009-09-11","00:55:57",114.10202,22.57263
"522","B00G41","2009-09-11","00:19:26",114.05111,22.55121
"523","B00G41","2009-09-11","00:20:06",114.04518,22.55088
"524","B00G41","2009-09-11","00:20:46",114.0442,22.55572
"525","B00G41","2009-09-11","00:21:26",114.0472,22.55947
"526","B00G41","2009-09-11","00:22:07",114.04848,22.56055
"527","B00G41","2009-09-11","00:22:47",114.04977,22.56162
"528","B00G41","2009-09-11","00:23:27",114.04922,22.56152
"529","B00G41","2009-09-11","00:45:20",114.01225,22.54302
"530","B00G41","2009-09-11","00:46:00",114.00997,22.54736
"531","B00G41","2009-09-11","00:46:40",114.0091,22.54811
"532","B00G41","2009-09-11","00:47:20",114.00806,22.55126
"533","B00G41","2009-09-11","00:48:01",114.01062,22.5552
"534","B00G41","2009-09-11","00:48:41",114.01551,22.55535
"535","B00G41","2009-09-11","00:49:21",114.01557,22.55878
"536","B00G41","2009-09-11","00:50:01",114.02015,22.55968
"537","B00G41","2009-09-11","00:50:41",114.02616,22.5606
"538","B00G41","2009-09-11","00:51:22",114.03255,22.56171
"539","B00G41","2009-09-11","00:52:02",114.03699,22.56239
"540","B00G41","2009-09-11","00:52:42",114.03762,22.56351
"541","B00G41","2009-09-11","01:06:18",114.0108,22.55538
"542","B00G41","2009-09-11","01:06:58",114.01017,22.55807
"543","B00G41","2009-09-11","01:07:38",114.01454,22.5598
"544","B00G41","2009-09-11","01:08:18",114.01984,22.55968
"545","B00G41","2009-09-11","01:08:59",114.02599,22.56059
"546","B00G41","2009-09-11","01:09:39",114.03182,22.56186
"547","B00G41","2009-09-11","01:10:19",114.03889,22.56321
"548","B00G41","2009-09-11","01:10:59",114.04627,22.56498
"549","B00G41","2009-09-11","01:11:39",114.05354,22.56482
"550","B00G41","2009-09-11","01:12:20",114.06055,22.56748
"551","B00G41","2009-09-11","01:13:00",114.0675,22.56892
"552","B00G41","2009-09-11","01:13:40",114.07419,22.5709
"553","B00G41","2009-09-11","01:14:20",114.08154,22.57219
"554","B00G41","2009-09-11","01:15:00",114.08627,22.56746
"555","B00G41","2009-09-11","01:15:41",114.09228,22.56763
"556","B00G41","2009-09-11","01:16:21",114.09738,22.5692
"557","B00G41","2009-09-11","01:17:01",114.10259,22.57203
"558","B00G41","2009-09-11","01:17:41",114.10823,22.57539
"559","B00G41","2009-09-11","01:18:21",114.11423,22.5764
"560","B00G41","2009-09-11","01:19:02",114.11809,22.57553
"561","B00G41","2009-09-11","01:19:42",114.11593,22.57839
"562","B00G41","2009-09-11","01:20:22",114.11713,22.58007
"563","B00G41","2009-09-11","01:21:02",114.12051,22.57913
"564","B00G41","2009-09-11","01:21:43",114.12172,22.57941
"565","B00G41","2009-09-11","01:22:23",114.12088,22.58001
"566","B00G41","2009-09-11","01:23:03",114.11965,22.58059
"567","B00G41","2009-09-11","01:23:43",114.11964,22.58042
"568","B00G41","2009-09-11","02:19:07",114.08407,22.54329
"569","B00G41","2009-09-11","02:19:47",114.08147,22.54322
"570","B00G41","2009-09-11","02:20:28",114.07428,22.54306
"571","B00G41","2009-09-11","02:21:08",114.06548,22.54296
"572","B00G41","2009-09-11","02:21:48",114.05878,22.54284
"573","B00G41","2009-09-11","02:22:28",114.05136,22.5426
"574","B00G41","2009-09-11","02:23:08",114.04836,22.54261
"575","B00G41","2009-09-11","02:23:49",114.04512,22.54256
"576","B00G41","2009-09-11","02:25:09",114.03268,22.54117
"577","B00G46","2009-09-11","00:25:42",114.11351,22.54618
"578","B00G46","2009-09-11","00:52:45",114.11055,22.5465
"579","B00G46","2009-09-11","00:53:26",114.11047,22.54901
"580","B00G46","2009-09-11","00:54:06",114.10989,22.55357
"581","B00G46","2009-09-11","00:54:46",114.10999,22.55524
"582","B00G46","2009-09-11","00:55:26",114.11192,22.56048
"583","B00G46","2009-09-11","00:56:06",114.11253,22.56665
"584","B00G46","2009-09-11","00:56:47",114.11298,22.56977
"585","B00G46","2009-09-11","00:57:27",114.11428,22.57632
"586","B00G46","2009-09-11","00:58:07",114.11163,22.57672
"587","B00G46","2009-09-11","00:58:47",114.10606,22.57457
"588","B00G46","2009-09-11","00:59:27",114.10175,22.57197
"589","B00G46","2009-09-11","01:00:08",114.09635,22.56923
"590","B00G46","2009-09-11","01:31:46",114.1125,22.5462
"591","B00G46","2009-09-11","01:32:26",114.11024,22.54534
"592","B00G46","2009-09-11","01:33:07",114.10629,22.54384
"593","B00G46","2009-09-11","01:33:47",114.10258,22.54285
"594","B00G46","2009-09-11","01:34:27",114.10181,22.5413
"595","B00G46","2009-09-11","01:35:07",114.10032,22.54159
"596","B00G46","2009-09-11","01:35:47",114.09995,22.54221
"597","B00G46","2009-09-11","02:13:14",114.1149,22.54667
"598","B00G46","2009-09-11","02:13:54",114.11542,22.54611
"599","B00G46","2009-09-11","02:14:34",114.11687,22.54647
"600","B00G46","2009-09-11","02:15:14",114.11699,22.54726
"601","B00G46","2009-09-11","02:15:55",114.11835,22.54792
"602","B00G46","2009-09-11","02:16:35",114.1226,22.54834
"603","B00G46","2009-09-11","02:17:15",114.12273,22.54962
"604","B00G50","2009-09-11","00:10:57",114.09145,22.54338
"605","B00G50","2009-09-11","00:11:38",114.09149,22.54338
"606","B00G50","2009-09-11","00:12:18",114.09148,22.54338
"607","B00G50","2009-09-11","00:12:58",114.08712,22.54321
"608","B00G50","2009-09-11","00:13:38",114.07915,22.5431
"609","B00G50","2009-09-11","00:14:19",114.07203,22.54303
"610","B00G50","2009-09-11","00:14:59",114.0677,22.54375
"611","B00G50","2009-09-11","00:15:39",114.06806,22.5372
"612","B00G50","2009-09-11","00:16:19",114.06596,22.53191
"613","B00G50","2009-09-11","00:16:59",114.06013,22.53177
"614","B00G50","2009-09-11","00:17:40",114.05294,22.53168
"615","B00G50","2009-09-11","00:18:20",114.04623,22.53159
"616","B00G50","2009-09-11","00:19:00",114.04447,22.53156
"617","B00G50","2009-09-11","00:19:40",114.0446,22.52617
"618","B00G50","2009-09-11","00:20:20",114.04358,22.5241
"619","B00G50","2009-09-11","00:21:01",114.04012,22.52217
"620","B00G50","2009-09-11","00:21:41",114.03786,22.52343
"621","B00G50","2009-09-11","00:22:21",114.03735,22.5237
"622","B00G50","2009-09-11","00:23:01",114.03289,22.52607
"623","B00G50","2009-09-11","00:23:41",114.03199,22.52534
"624","B00G50","2009-09-11","00:24:22",114.0299,22.52222
"625","B00G50","2009-09-11","00:25:02",114.0296,22.52151
"626","B00G50","2009-09-11","00:25:42",114.03171,22.5247
"627","B00G50","2009-09-11","00:26:22",114.03241,22.52586
"628","B00G50","2009-09-11","00:26:22",114.03241,22.52586
"629","B00G50","2009-09-11","00:27:03",114.03242,22.52583
"630","B00G50","2009-09-11","00:27:43",114.0307,22.52729
"631","B00G50","2009-09-11","00:28:23",114.02559,22.53086
"632","B00G50","2009-09-11","00:29:03",114.01926,22.53198
"633","B00G50","2009-09-11","00:29:43",114.01274,22.53045
"634","B00G50","2009-09-11","00:30:24",114.00514,22.52994
"635","B00G50","2009-09-11","00:31:04",113.99811,22.52958
"636","B00G50","2009-09-11","00:31:44",113.99113,22.52576
"637","B00G50","2009-09-11","00:32:24",113.98354,22.52329
"638","B00G50","2009-09-11","00:33:04",113.9763,22.52318
"639","B00G50","2009-09-11","00:33:45",113.96936,22.52313
"640","B00G50","2009-09-11","00:34:25",113.96267,22.52308
"641","B00G50","2009-09-11","00:35:05",113.95887,22.52659
"642","B00G50","2009-09-11","00:35:45",113.95895,22.52819
"643","B00G50","2009-09-11","00:36:25",113.95909,22.53067
"644","B00G50","2009-09-11","00:37:06",113.95934,22.53435
"645","B00G50","2009-09-11","00:37:46",113.95919,22.53889
"646","B00G50","2009-09-11","00:38:26",113.95979,22.54286
"647","B00G50","2009-09-11","00:39:06",113.95979,22.54287
"648","B00G50","2009-09-11","00:39:46",113.96,22.54436
"649","B00G50","2009-09-11","00:40:27",113.96078,22.54956
"650","B00G50","2009-09-11","00:41:07",113.96238,22.55216
"651","B00G50","2009-09-11","00:41:47",113.96468,22.5517
"652","B00G50","2009-09-11","01:12:25",113.94502,22.54201
"653","B00G50","2009-09-11","01:13:06",113.94881,22.54315
"654","B00G50","2009-09-11","01:13:46",113.94879,22.54317
"655","B00G50","2009-09-11","01:14:26",113.94905,22.5438
"656","B00G50","2009-09-11","01:15:06",113.951,22.54419
"657","B00G50","2009-09-11","01:15:47",113.95142,22.54538
"658","B00G50","2009-09-11","01:16:27",113.95385,22.54585
"659","B00G50","2009-09-11","01:17:07",113.95403,22.54727
"660","B00G50","2009-09-11","01:40:25",113.90371,22.56222
"661","B00G50","2009-09-11","01:41:05",113.90014,22.55873
"662","B00G50","2009-09-11","01:41:45",113.89945,22.55803
"663","B00G50","2009-09-11","01:42:25",113.9032,22.5578
"664","B00G50","2009-09-11","01:43:05",113.90478,22.55428
"665","B00G50","2009-09-11","01:43:46",113.90751,22.55201
"666","B00G50","2009-09-11","01:44:26",113.90955,22.54635
"667","B00G50","2009-09-11","01:45:06",113.90966,22.54497
"668","B00G50","2009-09-11","01:45:46",113.90966,22.54493
"669","B00G50","2009-09-11","01:46:27",113.90977,22.5438
"670","B00G50","2009-09-11","01:47:07",113.91023,22.5374
"671","B00G50","2009-09-11","01:47:47",113.91026,22.53251
"672","B00G50","2009-09-11","01:48:27",113.90987,22.5268
"673","B00G50","2009-09-11","01:49:07",113.91106,22.52583
"674","B00G50","2009-09-11","01:49:48",113.9145,22.52482
"675","B00G50","2009-09-11","01:50:28",113.91313,22.52096
"676","B00G50","2009-09-11","01:51:08",113.91254,22.51997
"677","B00G50","2009-09-11","02:14:01",113.98677,22.53994
"678","B00G53","2009-09-11","00:07:43",114.05122,22.53598
"679","B00G53","2009-09-11","00:08:24",114.05106,22.53036
"680","B00G53","2009-09-11","00:09:04",114.05392,22.53131
"681","B00G53","2009-09-11","00:09:44",114.06043,22.53136
"682","B00G53","2009-09-11","00:10:24",114.06587,22.53146
"683","B00G53","2009-09-11","00:11:04",114.07077,22.53158
"684","B00G53","2009-09-11","00:11:45",114.07217,22.52917
"685","B00G53","2009-09-11","00:12:25",114.07063,22.52611
"686","B00G53","2009-09-11","00:13:05",114.06853,22.52675
"687","B00G53","2009-09-11","00:13:45",114.06832,22.5303
"688","B00G53","2009-09-11","00:14:25",114.06876,22.53197
"689","B00G53","2009-09-11","00:15:06",114.0637,22.53187
"690","B00G53","2009-09-11","00:15:46",114.05697,22.53178
"691","B00G53","2009-09-11","00:16:26",114.05161,22.53202
"692","B00G53","2009-09-11","00:17:06",114.05143,22.53513
"693","B00G53","2009-09-11","00:17:47",114.05144,22.5351
"694","B00G53","2009-09-11","00:18:27",114.05141,22.53663
"695","B00G53","2009-09-11","00:19:07",114.05318,22.53733
"696","B00G53","2009-09-11","00:19:47",114.05222,22.53824
"697","B00G53","2009-09-11","01:13:21",114.11651,22.54856
"698","B00G53","2009-09-11","01:14:15",114.11651,22.54766
"699","B00G53","2009-09-11","01:31:22",114.11358,22.54441
"700","B00G53","2009-09-11","01:32:02",114.11389,22.5453
"701","B00G53","2009-09-11","01:32:42",114.11116,22.5454
